pmcid,label,caption,graphic
PMC3075163,Fig. 1,"Endoscopic image of our case, which shows a millimetric and yellowish ‘molar-like’ nodule located in the upper esophagus, impressed into the submucosa.",crg0002-0033-f01
PMC3075163,Fig. 2,"Tissue preparation within which tumor proliferation nests or cords may be observed, immediately below the esophageal epithelium showing signs of hyperplasia with acanthosis and papillomatosis (HE 200×).",crg0002-0033-f02
PMC3075163,Fig. 3,"Biopsy taken over the distal esophageal third, showing regenerative changes expressed like hyperplasia of basal cells and acanthosis, into epithelium containing intercellular edema and eosinophilic infiltration (HE 200×).",crg0002-0033-f03
PMC2938433,Figure 1,Granular cell tumor of the forth toe of the right foot.,DRP2010-184125.001
PMC2938433,Figure 2,Immediate postop: reconstruction of the forth digit with the dermal regeneration template (Integra).,DRP2010-184125.002
PMC2938433,Figure 3,Histologic examination (200X).,DRP2010-184125.003
PMC2938433,Figure 4,Postop at three weeks.,DRP2010-184125.004
PMC2938433,Figure 5,Clinical follow-up at one year.,DRP2010-184125.005
PMC3162629,Fig. 1,"
a A subcutaneous GCT. Large polyhedral cells having abundant cytoplasm loaded with numerous eosinophilic granules proliferated diffusely (hematoxylin–eosin stain). b The intracytoplasmic granules in GCT showed an immunoreactivity for LC3 (immunoperoxidase method)",428_2011_1104_Fig1_HTML
PMC3162629,Fig. 2,"
a A GCT of the neurohypophysis. Large polyhedral cells having abundant granular cytoplasm formed a small nodule (hematoxylin–eosin stain). b The intracytoplasmic granules showed an immunoreactivity for LC3 (immunoperoxidase method)",428_2011_1104_Fig2_HTML
PMC3162629,Fig. 3,"
a A subcutaneous schwannoma. A small number of large polyhedral cells with swollen cytoplasm filled with numerous, eosinophilic fine granules (“granular cells”) were scattered within the tumor (hematoxylin–eosin stain). b The intracytoplasmic granules in these “granular cells” were immunoreactive for LC3 (immunoperoxidase method)",428_2011_1104_Fig3_HTML
PMC3087490,Figure 1,Mass in the axillary tail of the left breast (mammographic image).,CRIM2011-972168.001
PMC3087490,Figure 2,"Nests of polygonal cells with eosinophilic cytoplasm divided by fibrous septa (H&E, ×40).",CRIM2011-972168.002
PMC3087490,Figure 3,"Eosinophilic granular cells with vesicular nuclei, prominent nucleoli, and in addition intracytoplasmic eosinophilic particles surrounded by a clear zone (H&E, ×100).",CRIM2011-972168.003
PMC3087490,Figure 4,Tumor cells showing diffuse strong immunostaining for S-100 protein (×40).,CRIM2011-972168.004
PMC3087490,Figure 5,The lack of GCDFP-15 immunostaining in tumor cells (×40).,CRIM2011-972168.005
PMC3104657,Figure 1.,"Mammography showed an ill-defined, high-density spiculated mass.",jocmr-02-185-g001
PMC3104657,Figure 2.,"(A) Tumor ill-defined in dermal-hypodermal junction and subcutaneous fat. (Haematoxylin-eosin, original magnification: x 40); (B) Nests and sheets of cells containing eosinophilic cytoplasmic granules (haematoxylin-eosin, original magnification: x 200).",jocmr-02-185-g002
PMC3104657,Figure 3.,Positive staining of neoplastic cells for: (A) CD 68 (original magnification: x 400) and(B) S-100 protein (original magnification: x 400).,jocmr-02-185-g003
PMC3168574,Figure 1,Endoscopic photograph demonstrating a yellowish submucosal tumor in the cecum.,GASTROENTEROLOGY2011-943804.001
PMC3168574,Figure 2,Low magnification view of submucosal tumor arranged in nodules and sheets (H&E × 4).,GASTROENTEROLOGY2011-943804.002
PMC3168574,Figure 3,Histological findings of the tumor showing positive immunoreaction for S-100 protein (immunohistochemical  stain × 400).,GASTROENTEROLOGY2011-943804.003
PMC3204562,Fig. 1,"Histopathological findings of the perianal mass. The lesion was characterized by polygonal cells with abundant eosinophilic granular cytoplasm, and an immunohistochemical study revealed that the cells were positive for the S-100 (A, H&E, ×1; B, H&E, ×40; C, H&E, ×400; D, S-100 protein).",jkss-81-70-g001
PMC3204562,Fig. 2,"Histopathological findings of the chest wall mass. The findings of the chest wall mass were similar to those of the perianal mass; the cells of the perianal mass were also positive for the S-100 protein (A, H&E, ×40; B, H&E, ×400; C, S-100 protein).",jkss-81-70-g002
PMC3229052,Fig. 1,"(A) Solitary hard, fixed dermal mass on the left lateral chest wall. (B) Computed tomography scan revealing the presence of an oval mass with dimensions of 3.6×2.5 cm in the subcutaneous layer adjacent to intercostal muscle.",ad-23-S147-g001
PMC3229052,Fig. 2,"(A) Diffuse infiltration of monomorphic tumor cells on the dermis (H&E, ×40). (B) Large, polygonal tumor cells with abundant faintly eosinophilic granular cytoplasm (H&E, ×400).",ad-23-S147-g002
PMC3229052,Fig. 3,"(A) The cytoplasmic granules showing positive stain with periodic acid-Schiff (×400). (B) Immunohistochemical stains revealed positivity for CD68 (×400). (C, D) Stains for S-100 protein, neuron-specific enolase were negative (C: S-100, ×40, D: NSE, ×200).",ad-23-S147-g003
PMC3266359,Fig. 1.," Gross finding for a cross
section of the uterine horn showing a nodular lesion (asterisk), resulting in a narrowed
lumen (arrow). Bar=3 mm.",tox-24-233-g001
PMC3266359,Fig. 2.," The tumor consists of an admixture of neoplastic
endometrial glandular epithelia (asterisks) and neoplastic granular cells (arrows); the
granular cells have abundant eosinophilic granular cytoplasm with central or eccentric
nuclei. HE. Bar=200 µm.",tox-24-233-g002
PMC3266359,Fig. 3.," The cytoplasm of neoplastic granular cells is positive
for the periodic acid-Schiff (PAS) reaction after diastase digestion (arrows). The
arrowhead indicates an epithelial cell of the uterine adenocarcinoma undergoing mitosis.
PAS reaction, counterstained with hematoxylin. Bar=100 µm.",tox-24-233-g003
PMC3266359,Fig. 4.," The epithelia of the
uterine adenocarcinoma show a positive reaction for cytokeratin (AE1/AE3). Granular
cells are nonreactive for AE1/AE3 (arrows). Immunohistochemistry, counterstained with
hematoxylin. Bar=100 µm.",tox-24-233-g004
PMC3266359,Fig. 5.," Neoplastic granular cells react faintly or moderately
to vimentin (arrows). Epithelial cells of the uterine adenocarcinoma are nonreactive to
vimentin (arrowhead). Immunohistochemistry, counterstained with hematoxylin. Bar=130
µm.",tox-24-233-g005
PMC3266359,"Fig.
6."," Neoplastic granular cells are moderately or strongly positive for
desmin (arrows). Epithelial cells of the uterine adenocarcinoma are nonreactive for
desmin (arrowhead). Immunohistochemistry, counterstained with hematoxylin. Bar=130
µm.",tox-24-233-g006
PMC3266359,Fig. 7.," Neoplastic granular cells
show a weak or moderate reaction for α-smooth muscle actin (α-SMA) (arrows). Epithelial
cells of the uterine adenocarcinoma are nonreactive for α-SMA (arrowhead).
Immunohistochemistry, counterstained with hematoxylin. Bar=130 µm.",tox-24-233-g007
PMC3266359,Fig. 8.," There are neoplastic cells
of the adenocarcinoma and granular cell tumor reacting to proliferating cell nuclear
antigen (PCNA); arrows and arrowheads indicate a positive reaction to PCNA in granular
cells and epithelial cells of the uterine adenocarcinoma, respectively.
Immunohistochemistry, counterstained with hematoxylin. Bar=100 µm.",tox-24-233-g008
PMC3266359,Fig. 9.," An electron microscopic
image of a granular cell having cytoplasmic granules (arrows). Bar=2.5 µm. Inset:
arrowheads indicate lysosome/phagosome-like granules. Inset bar=1.25
µm.",tox-24-233-g009
PMC3298519,Figure 1,Well delimited nodular lesion located on the dorsum of the tongue and measuring about 1.5 cm across its major diameter.,1752-1947-6-56-1
PMC3298519,Figure 2,"Panoramic view of the lesion exhibiting pseudoepitheliomatous hyperplasia (hematoxylin and eosin stain, 100×).",1752-1947-6-56-2
PMC3298519,Figure 3,Small nodular lesion located deep in the submucosa of the right lateral margin of the tongue.,1752-1947-6-56-3
PMC3298519,Figure 4,"Histopathological image of the granular cell tumor showing groups of cells with abundant granular cytoplasm. Granular cells are present amidst bundles of striated muscle fibers (hematoxylin and eosin stain, 400×).",1752-1947-6-56-4
PMC3206371,Figure 1,GCT presented with a solitary large ulcerative lesion on the arm (a) and scrotum (b).,JSC2011-497648.001
PMC3206371,Figure 2,Ill-defined diffuse dermal infiltrate with overlying epidermal acanthosis (a). The tumor cells are large with granular cytoplasm (b) (H&E ×100 and ×1000).,JSC2011-497648.002
PMC3206371,Figure 3,"The erector pili muscle is characteristically infiltrated by the tumor cells: H&E (a and b), Masson Trichrome (c), and S100 stain (d) (×1000).",JSC2011-497648.003
PMC3206371,Figure 4,"The tumor cells show PAS-positive cytoplasmic granules (a), strong positive immunostaining for S100 (b), and NSE (c) but weakly stained with CD68 (d) (×1000).",JSC2011-497648.004
PMC3307457,Figure 1,"(a) Moderately cellular cytosmear showing clusters of cells with histioid appearance, lymphoid cells and few bare nuclei (MGG, ×100); (b) Cytological smear with loose clusters of oval to polygonal cells having basophilic granular cytoplasm (MGG, ×200)",JCytol-29-60-g001
PMC3307457,Figure 2,"Section show diffusely arranged tumor cells with granular eosinophilic cytoplasm intervening adnexal structures and presence of lymphoid aggregate (H and E, ×100); Inset show tumor cells showing cytoplasmic and nuclear immunopositivity for S100 protein (IHC, ×100)",JCytol-29-60-g002
PMC3339600,Fig. 1,"Upper gastrointestinal endoscopy. a An elevated yellow lesion located 37 cm distal from the incisor teeth, with a submucosal aspect and a depression in the center, was identified. It was round and mostly coated with normal mucosa. b Lugol staining showed minimal unstained top of the tumor",10388_2011_283_Fig1_HTML
PMC3339600,Fig. 2,"Endoscopic ultrasonography showing a tumor which was solid, hypoechoic, with a diameter of 10 mm (T). This tumor was located in the submucosal layer (white arrow) and demarcated from the muscle layer (black arrow)",10388_2011_283_Fig2_HTML
PMC3339600,Fig. 3,The histological analysis revealed stroma infiltrated by cells with eosinophilic cytoplasm of granular appearance whose central nuclei showed no evidence of atypia or mitotic figures,10388_2011_283_Fig3_HTML
PMC3339600,Fig. 4,An upper gastrointestinal X-ray series showed an elevated lesion with slight depression at the lower esophagus (arrow),10388_2011_283_Fig4_HTML
PMC3339600,Fig. 5,"Endoscopic submucosal dissection. a Lower esophagus where the tumor and mucosa were removed. b Macroscopically, the surgical margin of resected lesion was free from tumor cells",10388_2011_283_Fig5_HTML
PMC3339600,Fig. 6,The resected specimen contained an 11 × 7 mm tumor with eosinophilic cytoplasm with a granular appearance located from just below the squamous epithelium to the lamina propria mucosae,10388_2011_283_Fig6_HTML
PMC3341441,FIG. 1,"(A) Intraoperative view: The mass was located in the midline of the tongue. Because the mass was so small and was localized to the superficial layer and the patient was a young woman, we excised the mass in a diamond shape. (B) Postoperative view 12 months later: The defect site was clearly closed.",cmj-48-65-g001
PMC3341441,FIG. 2,A squamous cell carcinoma was seen arising from the basal portion of the mucosa and infiltrating downward into the stroma (white arrow). Beneath the squamous cell carcinoma was a granular cell tumor (black arrow) (H&E ×40).,cmj-48-65-g002
PMC3341441,FIG. 3,(A) The squamous cell carcinoma is composed of tumor cells having pleomorphic nuclei and irregular infiltrates into the subepithelial connective tissue (H&E ×400). (B) The granular cell tumor is composed of round tumor cells having distinct cell borders and containing eosinophilic granules in the cytoplasm (H&E ×400).,cmj-48-65-g003
PMC3401863,Figure 1,Subcutaneous firm mass on the right forearm,IJD-57-330-g001
PMC3401863,Figure 2,"Polygonal cells with ill-defined borders, fragile granular cytoplasm, central nuclei with fine chromatin (Giemsa ×200) and intranuclear inclusion (Giemsa ×400, inset)",IJD-57-330-g002
PMC3401863,Figure 3,Photomicrograph showing polygonal cells with granular cytoplasm,IJD-57-330-g003
PMC3401863,Figure 4,"Biopsy showing (a) PAS positive-diastase resistant granular cytoplasm (PAS with diastase, ×200) and (b) cells showing S100 positivity",IJD-57-330-g004
PMC3350294,Figure 1,"(Hematoxylin and eosin original magnification, 400x). The malignant granular cell tumor was composed of multiple large spindle cells with abundant granular cytoplasm and pleomorphic, hyperchromatic nuclei with prominent nucleoli and scattered mitotic figures.",CRIM.ONCMED2012-453569.001
PMC3350294,Figure 2," (Hematoxylin and eosin original magnification, 400x). The classic granular cell tumor, composed of a collection of polygonal or round cells with centrally placed nuclei and coarsely granular eosinophilic cytoplasm. Note the lack of nuclear atypia and mitotic figures.",CRIM.ONCMED2012-453569.002
PMC3373979,Fig. 1,Ultrasonography shows an ill-defined and markedly hypoechoic mass with posterior acoustic shadowing and a surrounding hyperechoic halo.,kjtcs-45-196-g001
PMC3373979,Fig. 2,"Upon gross examination, the cut surface shows a yellow homogeneous appearance. There was no hemorrhage or necrosis within the lesion.",kjtcs-45-196-g002
PMC3373979,Fig. 3,"(A) Upon microscopic examination, the tumor was found to be composed of large polygonal cells arranged in cords or sheets that were divided by slender fibrous tissue (H&E, ×400). (B) Upon immunohistochemical examination, the tumor was found to be positive for S-100 protein (×400). (C) Electron microscopy revealed numerous variably sized phagolysosomes in the cytoplasm.",kjtcs-45-196-g003
PMC3479829,Fig. 1,The squash preparation shows scattered large granular tumor cells with oval nuclei in an eosinophilic granular background.,kjpathol-46-370-g001
PMC3479829,Fig. 2,"The large tumor cells have abundant intracytoplasmic granules, uniformly distributed or confined to the cell periphery (A), and the Ki-67 labeling index is approximately 5% (B).",kjpathol-46-370-g002
PMC3479829,Fig. 3,The tumor cells are strongly positive for glial fibrillary acidic protein (A) and S-100 protein (B).,kjpathol-46-370-g003
PMC3467372,Fig. 1,Coronal T1-weighted SE image showing a small schwannoma arising from a trunk of the left brachial plexus. The lesion is isointense to muscle.,jkns-52-138-g001
PMC3467372,Fig. 2,"Axial T2-weighted FSE image showing a large schwannoma arising from the left brachial plexus in a patient with schwannoma. The lesion is hyperintense and displays the typical ""target sign"" that characterizes a benign nerve sheath tumor.",jkns-52-138-g002
PMC3467372,Fig. 3,"Axial T1-weighted SE image of a patient with a schwannoma arising from the left brachial plexus. Pre-contrast image (A) shows the lesion to be homogeneous and isointense to muscle. Following gadolinium administration (B), the tumor shows inhomogeneous enhancement.",jkns-52-138-g003
PMC3467372,Fig. 4,A 44-year-old female patient presented with left shoulder pain and weakness of left arm. Initial MRI (A and B) revealed brachial plexus tumor on left side which was oval and well delineated. Pathology had been a benign granular cell tumor at the first surgery and was transformed into malignant granular cell tumor (C and D) in 17 months later after surgery.,jkns-52-138-g004
PMC3489388,Figure 1,The preoperative appearance of the tumour showing It arising from the anterior maxillary alveolus (note the gastric tube for feeding),PAMJ-12-105-g001
PMC3489388,Figure 2,"Section through the tumour (x 250) stained with haematoxylin and eosin, demonstrating characteristic polygonal cells with granular cytoplasm and small round nuclei",PAMJ-12-105-g002
PMC3502223,Figure 1,(a) Case 1. Ultrasonography revealed a tumor 8 × 9 mm in size with irregular borders and rupture of the anterior border of the mammary gland. Mammography revealed a tumor with irregular borders and spicule. (b) Case 2. Ultrasonography revealed a tumor 7 × 8 mm in size with irregular borders and rupture of the anterior border of the mammary gland.,1477-7819-10-204-1
PMC3502223,Figure 2,"(a) Case 1. Histopathologic examination showed that the tumor cells had numerous granules, and immunostaining revealed S-100-positive (H&E staining, × 100). (b) Case 3. Histopathologic examination showed a submucosal tumor consisting of cells containing eosinophilic granules, and immunostaining revealed S-100-positive. The tumor was not a metastasis of esophageal cancer, and had no signs of malignancy (H&E staining, × 1). (c) Case 5. Histopathologic examination revealed a tumor in the striated muscular tissue. The tumor cells possessed numerous eosinophilic granules, and the tumor itself consisted of a dense proliferation of large tumor cells (H&E staining, × 200). d: Case 6. Histopathologic examination revealed eosinophilic granules inside the cell bodies. The cell nucleus was oval, and the nucleoplasmic ratio was low (H&E staining, × 400).",1477-7819-10-204-2
PMC3502223,Figure 3,"(a) Case 3. Upper gastrointestinal endoscopy suggested esophageal cancer, and revealed a submucosal tumor of yellowish white at a position below the cancer. Total thoracic esophagectomy was performed and the submucosal tumor was also removed as a combined resection. The macroscopic diameter of the submucosal tumor was about 9 mm. (b) Case 4. Upper gastrointestinal endoscopy performed for a screening purpose revealed a trapezoidal protruded lesion of yellowish-white at a position 30 cm from the incisor tooth.",1477-7819-10-204-3
PMC3502223,Figure 4,"(a) Case 5. Ultrasonography revealed an irregularly bordered, low echoic tumor that protruded in a convex shape from the intrinsic muscle layer of the latissimus dorsi muscle. The size was 10 × 14 mm. (b) Case 6. Ultrasonography revealed a smoothly bordered tumor with posterior echo attenuation, having heterogeneous content and 18 × 17 mm in size.",1477-7819-10-204-4
PMC3517838,Figure 1,"A mammography image with 18 × 10 mm measured mass lesion that localized in the left axillary region; superposed to pectoral muscle and have irregular, indistinct margin.",CRIM.ONCMED2012-974740.001
PMC3517838,Figure 2,An MRI image demonstrates an axillary reticular mass lesion with T1A hypointense signal intensity changes.,CRIM.ONCMED2012-974740.002
PMC3517838,Figure 3,"Pathological microscopic examination demonstrates the infiltration of cells with eosinophilic granular cytoplasm (a); (hematoxylin eosin, ×400), immunohistochemical staining positive for S100 protein (b); (×200), and negative for cytokeratin (c); (×400).",CRIM.ONCMED2012-974740.003
PMC3573450,Figure 1,"A single, dome-shaped, swelling is seen at the left index figure without significant changes of the overlying skin. Tumor nodule measures 2.0 × 2.3 cm in size",IDOJ-4-33-g001
PMC3573450,Figure 2,"(a and b) Scanner and low-power view showing highly cellular smear composed of syncytial clusters and many scattered cells (H and E stain); (c and d) syncytial cluster showing round to polygonal cells with abundant, finely granular cytoplasm with an ill-defined border, eccentric round to oval nuclei, evenly distributed chromatin and occasional small conspicuous nucleoli. Many fragile cells with stripped nuclei are evident in the background of finely granular material (H and E, ×40); (e and f) MGG stain highlights the dispersed as well as clusters of tumor cells in finely granular material (H and E, ×40)",IDOJ-4-33-g002
PMC3573450,Figure 3,"(a) A tumor composed of sheets of large, round to polygonal cells with ill-defined cytoplasmic borders (H and E, × 10); (b and c) the tumor cells have abundant granular eosinophilic cytoplasm, round to oval centrally or eccentrically located nuclei with occasional small nucleoli. Eosinophilic ovoid bodies are surrounded by a clear halo (arrow and circle) (H and E, ×40). On immunohistochemistry, (d) the tumor cells show strong cytoplasmic positivity for the S-100 protein (H and E, ×40); (e) the tumor cells show positivity for vimentin (H and E, ×40); (f) the tumor cells are negative for CD68 (H and E, ×40)",IDOJ-4-33-g003
PMC3754389,FIGURE 1,Nodular lesion with ulceration in the cubital fossa,abd-88-0469-g01
PMC3754389,FIGURE 2,Details of the lesion,abd-88-0469-g02
PMC3754389,FIGURE 3,Dermal lesion with granular cytoplasm,abd-88-0469-g03
PMC3778800,Figure 1,A hyperpigmented depressed plaque in the right upper arm,IJD-58-407b-g001
PMC3778800,Figure 2,"Section of skin showing the tumor mass in the subcutaneous tissue with large polyhedral cells and a granular cytoplasm (H and E, ×100)",IJD-58-407b-g002
PMC3778800,Figure 3,"Section of skin showing the eosinophilic halo cells among the tumor mass (H and E, ×600)",IJD-58-407b-g003
PMC3778800,Figure 4,PAS staining of the tumor mass showing the PAS-positive cytoplasminc granules (×600),IJD-58-407b-g004
PMC3793358,Figure 1,"FNA smear from case-1 (a) showing clusters and scattered, singly lying cells (MGG stain, ×100), (b) cells with histiocytoid appearance, indistinct cytoplasm (MGG, ×400), (c) singly scattered cells in a lipoid background (MGG, ×400), (d) smear from case-2 showing clusters of round-to-polygonal cells with abundant granular cytoplasm (MGG, ×400)",JCytol-30-195-g001
PMC3793358,Figure 2,"Histologic section showing sheets of granular cells separated by fibrous septae (H and E, ×200) Inset, (a) shows PAS-positive cytoplasmic granules in neoplastic cells (PAS, ×400), inset (b-d) positive expression of S-100, CD 68 and NSE respectively (IHC, x200)",JCytol-30-195-g002
PMC3687175,Figure 1,"Gross examination revealed a soft tissue mass, pale creamish to brownish in colour, with well defined borders, 1 × 1 cms, oval in shape and soft in consistency",JOMFP-17-148a-g001
PMC3687175,Figure 2,"Photomicrograph showing lesional tissue consisting of epithelium and connective tissue. (H and E, ×40)",JOMFP-17-148a-g002
PMC3687175,Figure 3,"Photomicrograph showing parakeratinized stratified squamous epithelium with pseudoepitheliomatous hyperplasia. (H and E, ×100)",JOMFP-17-148a-g003
PMC3687175,Figure 4,"Photomicrograph showing polygonal neoplastic cells exhibiting mild hyperchromatism and mild pleomorphism with indistinct cell borders, containing pale eosinophilic granular cytoplasm and round to oval, eccentrically placed nucleus. (H and E, ×400)",JOMFP-17-148a-g004
PMC3687175,Figure 5,"Photomicrograph showing strong positivity of granules for the S-100 protein (S100, ×400)",JOMFP-17-148a-g005
