pmcid,label,caption,graphic
PMC3199427,Fig. 4,"A biopsy specimen revealed marked parakeratosis, neoplastic proliferation, and downward invasion of epidermal keratinocytes with a blunt border and a pushed-down, bulldozing appearance (H&E, ×20).",ad-23-S68-g004
PMC2989749,Figure 1,"Clinical findings and histopathological details. Clinical aspects at the first observation: a verrucous, exophytic mass, about 1 cm in diameter, localized in the hard palate (a) at the upper right premolars and extending to the vestibular side of the gingival (b). Clinical findings 15 days later: in two weeks the lesion grew larger and triplicated its size (c, d). Staining by toluidine blue and Lugol was performed to guide incisional biopsies (e, f). Histological details of an area with mild basal cytological atypia: vesicular nuclei with prominent eosinophilic nucleoli ((g, h); Haematoxylin and Eosin, ×40). Superficial “church pinnacles” dyskeratosis ((i); Haematoxylin and Eosin, ×10).",JSC2011-370605.001
PMC2989749,Figure 2,"Microscopic aspects supporting diagnosis of verrucous carcinoma. Note the broad pushing blunt squamous epithelial downgrowths that are diagnostic of verrucous carcinoma (Haematoxylin and Eosin, ×2).",JSC2011-370605.002
PMC3341761,Figure 1,Verrucous lesion on lateral border tongue,CCD-3-60-g001
PMC3341761,Figure 2,"Verrucous hyperplasia: H and E ×100, section shows verrucous proliferation of epithelium with minimal atypia",CCD-3-60-g005
PMC3341761,Figure 3,"Oral proliferative verrucous leukoplakia: H and E ×100, section shows mucosal hyperkeratosis, acanthosis, and papillomatosis",CCD-3-60-g006
PMC3341761,Figure 4,"Verrucous carcinoma: H and E ×100, section shows bulbous proliferation of edges, acanthosis, and hyperkeratosis. The cells show intercellular bridges, vesicular bland nucleus, and prominent nucleoli, with abundant eosinophilic cytoplasm",CCD-3-60-g007
PMC3375038,Figure 1,"Verrucous white lesion in the right maxillary alveolar ridge, extending to buccal vestibule and cheek.",CRIM.ONCMED2012-190272.001
PMC3375038,Figure 2,"Histologic section showing stratified squamous epithelium with intense hyperplasia and hyperparakeratosis (hematoxylin and eosin stain, original magnification ×25).",CRIM.ONCMED2012-190272.002
PMC3375038,Figure 3,"Histologic section showing low atypia degree, formation of keratin pearls, and, subjacent to epithelium, dense inflammatory infiltrate (hematoxylin and eosin stain, original magnification ×100).",CRIM.ONCMED2012-190272.003
PMC3375038,Figure 4,One-year follow-up photograph showing no local recurrence.,CRIM.ONCMED2012-190272.004
PMC3624719,Figure 1,"(a) Photomicrograph is showing hyperkeratosis, parakeratosis, acanthosis, and keratin field cyst. There were large bulbous, downward proliferations that compress the collage bundles and push them aside. Dense chronic inflammatory cells were seen in dermis (H and E, ×40). (b) High power view showing well differentiated squamous epithelial cells and intact basement membrane. Atypical features were not shown (H and E, ×400)",NAJMS-5-153-g001
PMC3638567,Figure 1,Large ulcerating lesion on the plantar surface of the calcaneus of the right foot.,CRIM.ONCMED2013-135307.001
PMC3638567,Figure 2,Verrucous carcinoma. This biopsy specimen shows well-differentiated neoplastic nests of squamous epithelium extending into the dermis.,CRIM.ONCMED2013-135307.002
PMC3638567,Figure 3,CT scan 3D of lower limb.,CRIM.ONCMED2013-135307.003
PMC3329704,Figure 1,Verrucous leukoplakia,JOMFP-15-187-g001
PMC3329704,Figure 2,Proliferative verrucous leukoplakia,JOMFP-15-187-g002
PMC3329704,Figure 3,"Photomicrograph of verrucous hyperplasia showing superficial proliferation (H and E stain, 4×)",JOMFP-15-187-g003
PMC3329704,Figure 4,"Photomicrograph of verrucous carcinoma showing proliferation in underlying connective tissue (H and E stain, 4×)",JOMFP-15-187-g004
PMC3329704,Figure 5,"Photomicrograph of verrucous hyperplasia blunt variety(H and E stain, 10×)",JOMFP-15-187-g005
PMC3329704,Figure 6,"Photomicrograph of verrucous hyperplasia sharp variety(H and E stain, 10×)",JOMFP-15-187-g006
PMC3329704,Graph 1,Type of verrucous projections,JOMFP-15-187-g007
PMC3329704,Graph 2,Degree of keratinization,JOMFP-15-187-g008
PMC3329704,Graph 3,Degree of epithelial dysplasia,JOMFP-15-187-g009
PMC3329704,Graph 4,Adjacent epithelial changes,JOMFP-15-187-g010
PMC3731085,Figure 1,Nuclear positive cyclin B1 cells in peripheral of islands in well differentiated squamous cell carcinoma (400x).,medoral-18-e585-g001
PMC3731085,Figure 2,Predominant Nuclear positive cyclin B1 cells in poorly differentiated squamous cell carcinoma (400x).,medoral-18-e585-g002
PMC3731085,Figure 3,"Nuclear positive cells located in basal and suprabasal cells (100x), inset showing areas of dysplastic cells in verrucous carcinoma (400x).",medoral-18-e585-g003
PMC3673377,Figure 1,Well-defined deeply pigmented verrucous mass measuring 15 cm by 8 cm over the left inguinal region with areas depigmentation and maceration at the sites of friction,IDOJ-4-119-g001
PMC3673377,Figure 2,"At ×4 magnification, H and E staining epidermis showing hyperkeratosis, papillomatosis, acanthosis, with melanocytes spanning all layers of the epidermis with abundant melanin and small horn cysts. Base of the tumor is seen lying in a straight line with the surrounding normal epidermis",IDOJ-4-119-g002
PMC3673377,Figure 3,"×40 magnification, H and E staining epidermis showing cells with ovoid nuclei and cleared cytoplasm with abundance of melanin. Pigment incontinence seen in the dermis",IDOJ-4-119-g003
PMC3673377,Figure 4,Masson Fontana silver impregnation stain showing dendritic melanocytes,IDOJ-4-119-g004
PMC3673377,Figure 5,The appearance post-excision and suturing,IDOJ-4-119-g005
PMC3714813,Figure 1,A exophytic lesion with measuring 8 cm by 4 cm at the right of the buccal mucosa. The surface of lesion is verrucous,DRJ-10-116-g001
PMC3714813,Figure 2,A verrucous carcinoma with parakeratin and the wide and elongated rete ridges that appear to push into the underlying connective tissue,DRJ-10-116-g002
PMC3714813,Figure 3,"A verrucous area extended from the right buccal mucosa into the alveolar ridge, which tender to palpation. The tissue proximal to the lesion is erythematous and atrophic in appearance with indurations",DRJ-10-116-g003
PMC3714813,Figure 4,"A early squamous cell carcinoma with some cell degeneration, keratin pearls, nests and cords of malignant epithelial cells with wide cytoplasm, round or oval nuclei, with prominent nucleoli and mitotic figures",DRJ-10-116-g004
PMC3714813,Figure 5,A crater like ulcer on the right lateral border of the tongue that extending into dorsal surface of the tongue,DRJ-10-116-g005
PMC3714813,Figure 6,An ulcero-proliferative lesion in the left mandibular ridge area,DRJ-10-116-g006
PMC3714813,Figure 7,A crater like ulcer on the left vermilion border of lip,DRJ-10-116-g007
PMC3778828,Figure 1,"A circumscribed, cauliflower-like tumor located on the right middle finger pulp. It was about 1.5 cm × 2 cm × 0.5 cm in size. And its surface was covered by a crust, and hard on palpation",IJD-58-412b-g001
PMC3778828,Figure 2,"The excision was expanded 0.5 cm beyond the edge of the lesion, to the tendon in depth",IJD-58-412b-g002
PMC3778828,Figure 3,A full-thickness skin graft was made to cover the wound. The patient had no recurrence after 4 months of the surgery,IJD-58-412b-g003
PMC3789409,Figure 1,Extensive condyloma acuminata of the vulvar and perianal regions.,CRIM.TRANSPLANTATION2013-187682.001
PMC3789409,Figure 2,"MRI scan of the small pelvic. A mass, originating from the perianal region, is expanding along the endopelvic fascia to dorsolateral with ingrowth in the left m. obturatoria and m. piriformis and ventral in the m. gluteus (Capitol A). No bladder ingrowth visible (Capitol B). The mass does have a direct relation with the wall of the lower rectum (Capitol C).",CRIM.TRANSPLANTATION2013-187682.002
PMC3687183,Figure 1,H-E stained section shows surface keratin in normal keratinized oral mucosa (×100),JOMFP-17-23-g001
PMC3687183,Figure 2,Ayoub-shklar stained section shows surface keratin in normal keratinized oral mucosa (×100),JOMFP-17-23-g002
PMC3687183,Figure 3,Modified PAP stained section shows surface keratin in normal keratinized oral mucosa (×100),JOMFP-17-23-g003
PMC3687183,Figure 4,H-E stained section shows keratin flakes in odontogenic keratocyst (×100),JOMFP-17-23-g004
PMC3687183,Figure 5,Ayoub-shklar stained section shows keratin flakes in odontogenic keratocyst (×100),JOMFP-17-23-g005
PMC3687183,Figure 6,Modified PAP stained section shows keratin flakes in odontogenic keratocyst (×100),JOMFP-17-23-g006
PMC3687183,Figure 7,H-E stained section shows parakeratin plugging in verrucous carcinoma (×100),JOMFP-17-23-g007
PMC3687183,Figure 8,Ayoub-shklar stained section shows parakeratin plugging in verrucous carcinoma (×100),JOMFP-17-23-g008
PMC3687183,Figure 9,Modified PAP stained section shows parakeratin plugging in verrucous carcinoma (×100),JOMFP-17-23-g009
PMC3687183,Figure 10,H-E stained section shows keratin pearl in squamous cell carcinoma (×100),JOMFP-17-23-g012
PMC3687183,Figure 11,Ayoub-shklar stained section shows keratin pearl in squamous cell carcinoma (×100),JOMFP-17-23-g013
PMC3687183,Figure 12,Modified PAP stained section shows keratin pearl in squamous cell carcinoma (×100),JOMFP-17-23-g014
PMC3687183,Figure 13,H-E stained section shows keratin pearl in squamous cell carcinoma (×100),JOMFP-17-23-g015
PMC3687183,Figure 14,Ayoub-shklar stained section shows unstained keratin pearl in squamous cell carcinoma (×100),JOMFP-17-23-g016
PMC3687183,Figure 15,Modified PAP stained section shows unstained keratin pearl in squamous cell carcinoma (×100),JOMFP-17-23-g017
PMC3764746,Figure 1,"(a) Prominent papillary architecture (H and E, ×40); (b) Typical papillary squamotransitional cell carcinoma (H and E, ×100); (c) Micropapillary architecture (H and E, ×400); (d) Clear cell change (H and E, ×400); (e) Papillae lined by central basaloid and peripheral intermediate cells (H and E, ×100); (f) Prominent pleomorphism, atypical mitotic figures and multinucleated giant cells (H and E, ×400); (g) Intracellular keratinisation and keratin pearl formation (H and E, ×100); (h) Invasive PSCC with endocervical gland involvement (H and E, ×100); (i) PSCC with polymorphonuclear inflammatory infiltrate (H and E, ×400)",IJMPO-34-66-g002
PMC3764746,Figure 2,"Koilocytosis within the the tumor (H and E, ×400)",IJMPO-34-66-g003
PMC3764746,Figure 3,"Immunohistochemical stains revealing the tumor cells showing (a) Positive nuclear staining for Ki-67 (×100; inset [×400]); (b) Nuclear accumulation of mutant p53 (×100; inset [×400]); (c) Strong cytoplasmic reactivity for CK7 (×100; inset [×400]); (d) Negative reactivity for
cytokeratin 20 (×100; inset [×400])",IJMPO-34-66-g005
PMC3841663,Figure 1,Well-defined hyperkeratotic plaque with thick adherent micaceous scales,IJSTD-34-123-g001
PMC3841663,Figure 2,"Hyperkeratosis, parakeratosis, acanthosis, and papillomatosis with fusion of some of the adjacent elongated papillae and perivascular mononuclear infiltrate in dermis. No cellular atypia seen (H and E, ×10)",IJSTD-34-123-g002
PMC3841663,Figure 3,After 3 weeks of treatment with topical 5% 5-fluorouracil,IJSTD-34-123-g003
PMC4000115,Figure 1,"Immunohistochemical expression of p16. (A) Normal epithelium: staining in occasional basal cells. (B) Verrucous carcinoma: staining in basal/parabasal cells. (C) Verrucous carcinoma: more extensive, mosaic staining in basal, parabasal and spinous cells.",jcmm0018-0635-f1
PMC3800582,Figure 1,"Photomicrograph of verrucous hyperplasia showing sharp surface projections (original magnification 4x, H and E stain). ",IJD2013-298249.001
PMC3800582,Figure 2,"Photomicrograph of verrucous hyperplasia showing blunt surface projections (original magnification 4x, H and E stain). ",IJD2013-298249.002
PMC3800582,Figure 3,"Photomicrograph of verrucous hyperplasia showing blunt surface projections (original magnification 4x, H and E stain).",IJD2013-298249.003
PMC3895673,Figure 1,"The tumor arising from the suprapubic, external genitalia and perianal region extended laterally to both thighs.",1752-1947-7-273-1
PMC3895673,Figure 2,"An extensive erosive, cauliflower-like growth involving a large part of the lower body.",1752-1947-7-273-2
PMC3895673,Figure 3,"Verrucous architecture with papillomatosis, acanthosis and minimal loss of epithelial cell polarity (hematoxylin and eosin staining × 5).",1752-1947-7-273-3
PMC3895673,Figure 4,Koilocytosis and cellular binucleation (hematoxylin and eosin staining × 10).,1752-1947-7-273-4
PMC3895673,Figure 5,Computed tomography of the perineum showing the tumor spreading into the perineum and base of the scrotum (white arrows).,1752-1947-7-273-5
PMC3895673,Figure 6,Computed tomography of the abdominal-pelvic floor showing the tumor invading the suprapubic region (white arrow).,1752-1947-7-273-6
PMC3901627,Fig. 1,Proximal end of the large polypoid mass (asterisk) involving the distal esophagus.,crg-0007-0498-g01
PMC3901627,Fig. 2,"Hypoechoic mass penetrating through the muscularis propria (asterisk), suggestive of a T3 lesion.",crg-0007-0498-g02
PMC3901627,Fig. 3,Esophagectomy specimen (original magnification × 20) post chemo-radiation; giant cell foreign body reaction with keratinaceous debris involving the deep muscularis propria. No definitive viable tumor can be identified.,crg-0007-0498-g03
PMC3886051,Figure 1,"Computer-assisted image analysis of lesion cell nuclei (hematoxylin and eosin stain, original magnification x65).",jomr-01-e5-g001
PMC3886051,Figure 2,Case 16 before PDT.,jomr-01-e5-g002
PMC3886051,Figure 3,"Case 16, 6 weeks after PDT. Tattoos show margin of tumour.",jomr-01-e5-g003
PMC3886051,Figure 4A,Mean nuclear area (NA) in nonrecurrent group. There was significant difference in mean NA before and after PDT (P = 0.0026).,jomr-01-e5-g004A
PMC3886051,Figure 4B,Mean nuclear area (NA) in recurrent group. There was no significant difference in mean NA before and after PDT (P = 0.5983).,jomr-01-e5-g004B
PMC3886051,Figure 5A,Mean coefficient of variation of the nuclear area (NACV) in nonrecurrent group. There was no significant difference in mean NACV before and after PDT (P = 0.0920).,jomr-01-e5-g005A
PMC3886051,Figure 5B,Mean coefficient of variation of the nuclear area (NACV) in recurrent group. There was no significant difference in mean NACV before and after PDT (P = 0.2689).,jomr-01-e5-g005B
PMC3886051,Figure 6A,Mean proliferating cell nuclear antigen (PCNA) labeling indices (LIs) in nonrecurrent group. There was a significant difference in mean PCNA LIs before and after PDT (P = 0.0188).,jomr-01-e5-g006A
PMC3886051,Figure 6B,Mean proliferating cell nuclear antigen (PCNA) labeling indices (LIs) in recurrent group. There was a significant difference in mean PCNA LIs before and after PDT (P = 0.0496).,jomr-01-e5-g006B
PMC4024438,Figure 1,Lésion verruqueuse sous unguéale,PAMJ-16-135-g001
PMC4024435,Figure 1,Aspect macroscopique après fixation de la tumeur,PAMJ-16-131-g001
PMC4024435,Figure 2,Epiderme papillomateux acanthosique (G×20),PAMJ-16-131-g002
PMC4024435,Figure 3,Présence de nombreuses koïlocytes (G×40),PAMJ-16-131-g003
PMC3975986,Figure 1,"Imaginary division of an oral epithelium. The oral epithelium was divided into three levels to evaluate the distribution of the immunostained-positive cells. The lower one-third, lower two-thirds and upper one-third of the epithelium were designated as levels 1, 2 and 3, respectively.",OR-31-04-1547-g00
PMC3975986,Figure 2,"The mean labeling indices (LIs) (%) of the examined proteins. The ratio of immuostained-positive cells for p53, Ki67 or HuR to the total number of cells counted was evaluated for each case of oral verrucous hyperplasia (OVH), oral verrucous carcinoma (OVC) and oral verrucous lesion (OVL). The mean LI for the respective lesions was calculated and compared. Bars show standard deviation (SD).",OR-31-04-1547-g01
PMC3975986,Figure 3,"Expression of p53, Ki67 and HuR in oral verrucous hyperplasia (OVH). (A) Verrucous proliferation of squamous epithelium without dysplasia (H&E). A few positive cells are noted for (B) p53 and (C) Ki67 in basal to suprabasal layers of the epithelium. (D) HuR is detected in the nuclei of epithelial cells and cytoplasmic expression is rarely observed (A–D, magnification ×10). H&E, hematoxylin and eosin.",OR-31-04-1547-g02
PMC3975986,Figure 4,"Expression of p53, Ki67 and HuR in oral verrucous carcinoma (OVC). (A) Atypical cells are prominent in the multi-layered basal cells (H&E). (B) p53- and (C) Ki67-positive cells are increased in number and noted in the middle of the epithelium. (D) Cytoplasmic HuR expression is commonly observed in lower two-thirds of the epithelium (A–D, magnification ×10). H&E, hematoxylin and eosin.",OR-31-04-1547-g03
PMC3975986,Figure 5,"Expression of p53, Ki67 and HuR in oral verrucous lesion (OVL). (A) Basal cells are multi-layered and atypical cells are noted (H&E). However, the number of (B) p53- and (C) Ki67-positive cells are slightly increased and restricted to the lower third of the epithelium. (D) Cytoplasmic HuR expression is more evident than that in the OVH (A–D, magnification ×10). H&E, hematoxylin and eosin; OVH, oral verrucous hyperplasia.",OR-31-04-1547-g04
PMC3975986,Figure 6,"Comparison of HuR expression between the OVLs with low and high labeling indices (LIs). (A) In the low LI group (60% of cases), positive staining was noted in the lower one-third of the epithelium, whereas (B) in the high LI group (40% of cases) a positive signal extended to the lower two-thirds of the epithelium.",OR-31-04-1547-g05
PMC4011412,"
Fig.1
",,mjiri-27-215-g001
PMC4011412,"
Fig. 2
",,mjiri-27-215-g002
PMC4030361,Figure 1,Clinical appearance lateral view on the lateral aspect of index finger,IDOJ-5-218-g001
PMC4030361,Figure 2,"Histological appearance (H and E, ×10)",IDOJ-5-218-g002
PMC4030361,Figure 3,"Histological appearance (H and E, ×40)",IDOJ-5-218-g003
PMC4030361,Figure 4,"Histological appearance (H and E, ×5)",IDOJ-5-218-g004
PMC3855215,Figure 1:,Appearance of the patient's left foot at diagnosis.,rjs02001
PMC4192576,Figure 1,"General histopathological characteristics of the excised specimens revealed acanthosis, papillomatosis, and hyperkeratosis of the epithelium of the lesion, continuing with characteristics of healthy mucosa. Squamous epithelial cell composition of the tumors did not give a definite atypical character, but showed blunt rete processes toward the subepithelial area. Lymphocyte infiltration was noted in the periphery of the tumor islands. Hematoxylin-Eosin stain (H-E) 2x. ",medoral-19-e506-g001
PMC4192576,Figure 2,Different localizations of OVC. Left: Buccal mucosa (patient #11). Right: Hard Palate (patient #7). ,medoral-19-e506-g002
PMC4198271,Figure 1,Coloration HEx50 montrant des projections globoïdes dès le derme,PAMJ-17-303-g001
PMC4198271,Figure 2,Coloration HEx50 montrant une proliferation carcinomateuse exophytique avec excroissances et invaginations,PAMJ-17-303-g002
PMC4198271,Figure 3,Coloration HEx200 montrant des cellules carcinomateuses avec atypies légère,PAMJ-17-303-g003
PMC4198271,Figure 4,TDM abdomino-pelvienne montrant la présence au niveau de la vulve d'une formation tissulaire de 15mm de diamètre avec petit foyer central hypo dense en rapport avec une zone nécrotique et des adénopathies inguinales infra centimétriques,PAMJ-17-303-g004
PMC4198271,Figure 5,TDM abdomino pelvienne montrant la présence de ganglion inter aortico-cave de 9 mm et latéro aortiques gauches de 4 à 6 mm,PAMJ-17-303-g005
PMC4198271,Figure 6,Pièce opératoire de vulvectomie totale avec curage inguinal bilatéral (cas N°4),PAMJ-17-303-g006
PMC4231312,Figure 1,"Une lésion tumorale blanchâtre, kératosique et exophytique occupant toute la paupière supérieure droite mesurant 4 x 2 cm",PAMJ-18-93-g001
PMC4231312,Figure 2,"Une prolifération carcinomateuse papillomateuse faite de papilles bordées de cellules malpighiennes aux noyaux augmentés de taille, hyper chromatiques et fortement nucléolés. Un cytoplasme éosinophile. Absence d’éléments invasifs",PAMJ-18-93-g002
PMC4231312,Figure 3,Photo de la patiente après reconfection du lambeau médio frontale,PAMJ-18-93-g003
PMC4244974,Figure 1,Massive cauliflower-like penile mass with several urinary fistulae making the penile shaft indistinguishable.,CRIM2014-207026.001
PMC4244974,Figure 2,"Verrucous carcinoma. Well-differentiated, broad based, papillary neoplasm with acanthosis and hyperkeratosis.",CRIM2014-207026.002
PMC4244974,Figure 3,Verrucous carcinoma without invasion of the underlying corpus cavernosum.,CRIM2014-207026.003
PMC4301498,Figure 1,"Histopathological features and detection of myofibroblasts in representative samples of OSCC. Histopathological features of (A) well-differentiated OSCC showing large nests of hyperchromatic cells with keratin pearls and (B) poorly differentiated OSCC, characterized by lack of cell keratinization, intense nuclear pleomorphism and features of atypical mitosis. (C) Immunohistochemical detection of myofibroblasts in the well-differentiated OSCC, in which the scanty presence of myofibroblasts surrounding the tumor nests was observed. (D) Abundant expression of myofibroblasts in poorly differentiated OSCC (stain, hematoxylin and eosin; magnification, ×100).",OL-09-02-0667-g00
PMC4159496,Figure 1,"(A) Polypoid hyperplasia, squamous cell hyperplasia, and additional cell infiltration. (B and C) Squamous epithelial hyperplasia with parakeratosis and keratosis, excessive granulation tissue with further neutrophil infiltration of lymphocytes and plasma cells, and foreign-body giant-cell reaction. (D) Squamous papilloma-like proliferation, mild atypia of the epithelia and further subepithelial inflammatory cell infiltration that was similar to that of a wart-like cancer. (E) Well-differentiated squamous cell carcinoma.",ott-7-1535Fig1
PMC4159496,Figure 2,(A and B) Computed tomography examination prior to the first surgery in our hospital. (C and D) Magnetic resonance imaging examination prior to the first surgery in our hospital. (E and F) Magnetic resonance imaging examination prior to chemotherapy.,ott-7-1535Fig2
PMC4159496,Figure 3,"Positron emission tomography/computed tomography examination.Notes: The left external auditory canal exhibited no abnormal density mass levels, with the exception of the radioactive uptake shadow in the local regions of the thickened soft tissue in the temporal region, which were equivalent to the local bone thinning observed on the left temporal bone drum unit in the corresponding portions of the abnormal uptake shadow, shadow. Red arrow: positron emission tomography examination revealed the abnormal uptake shadow on the left temporal bone, which had a maximum standardized uptake value of 4.1.",ott-7-1535Fig3
PMC4159496,Figure 4,"(A) Two months after radiotherapy, the tumor relapsed. (B) Four months after the surgery, the patient suffered more progression of tumor on the left ear and the left temporal lobe.",ott-7-1535Fig4
PMC4159496,Figure 5,"Tumor-individualized drug-therapy genetic test.Notes:
GSTP1, homozygous wild-type; XRCC1, homozygous mutant; CYP1B1, homozygous wild type; MDR1, G2677A/T genotype-heterozygous mutant.",ott-7-1535Fig5
PMC4372913,Figure 1,(a and b) Clinical picture at presentation,IJD-60-182-g001
PMC4372913,Figure 2,Reconstructed image of the computed tomography (CT) scan of the head and neck showing the cutaneous verrucous carcinomas in the scalp alongside the warts.,IJD-60-182-g002
PMC4372913,Figure 3,"(a and b) Tumor composed of marked verrucous hyperplasia of squamous epithelium with reduplication, down growths, pushing borders, and mild nuclear atypia; the clinicopathological picture was suggestive of a verrucous carcinoma (hematoxylin and eosin (H and E), ×20). (c) Verrucous carcinoma showing mild focal immunopositivity for p16 (H and E, ×10). (d) Figure showing the polymerase chain reaction (PCR) amplification of the sample deoxyribonucleic acid (DNA) showing human papillomavirus (HPV) infection using consensus primer GP5+ and GP6+ showing lane 1-7 in the PCR ladder; Lane 3 - positive control (HeLa cells), lane 4 - tumor sample; and lane 6 - negative control",IJD-60-182-g003
PMC4372913,Figure 4,Clinical photograph of the patient 1 month post-surgery and radiotherapy,IJD-60-182-g004
PMC4356329,Figure 1,"The microscopic examination of penile verrucous carcinoma tissue obtained from different patients. (A) Tumor cells growing in the corpora mammillaria demonstrating hyperkeratosis and parakeratosis. (B) Tumor cells growing in the corpora mammillaria demonstrating acanthosis and less atypia. (C) Tumor cells extending downwards in a regular manner. The parenchyma was drumstick-like with a clear boundary and rare distinct invasiveness was observed. (D) The base of the tumor was bulbous-like, with mild atypia cells and rich lymphocytic infiltration in the surrounding mesenchymal cells. Stain, hematoxylin and eosin; original magnification, ×50.",OL-09-04-1687-g00
PMC4409961,Fig 1,Clinical intra-oral view: Exophytic lesion with granular surface and purple discoloration in the anterior part.,ijo-27-159-g001
PMC4409961,Fig 2,Panoramic radiography: a well-defined radiolucency with sclerotic borders between the left first molar and the right first premolar.,ijo-27-159-g002
PMC4409961,Fig 3,Periapical radiography: border is not intact in some areas.,ijo-27-159-g003
PMC4409961,Fig 4,Microscopic view of the lesion: Hematoxilin and eosin staining of peripheral lesion shows malignant neoplastic proliferation of squamous epithelial cells with up-growth and down-growth that created a cauliflower appearance. Magnification: 40×,ijo-27-159-g004
PMC4409961,Fig 5,Another microscopic view of the lesion: Hematoxilin and eosin staining shows neoplastic proliferation of odontogenic epithelium. Ameloblastic-like cells in the periphery and stellate reticulum-like cells with acanthomatous changes in the center. Magnification: 100×,ijo-27-159-g005
PMC4385717,Flowchart 1,Case selection and procedure.,JIOH-7-1-g001
PMC4385717,Figure 1,"Pictomicrograph of keratin stained with H and E and different special stains (Magnification power: 10×) (NG: Normal gingiva, H: Hyperkeratosis, SP: Squamous papilloma, VH: Verrucous hyperplasia, VCA: Verrucous carcinoma, CA: Well differentiated squamous cell carcinoma, OOC: Orthokeratinized odontogenic cysts, KCOT: Keratocystic odontogenic tumour, H and E: Hematoxylin and eosin, A-S: Ayoub-shklar method, D-H: Dane-Herman method, AB-PAS: Alcian blue-periodic acid Schiff, PAP: Rapid papanicolaou and Gram’s stain).",JIOH-7-1-g003
PMC4484201,Figure 1,Clinical photography of oral verrucous carcinoma,PAMJ-20-297-g001
