pmid,pmcid,title,journal,insert_time,has_targz
26512583,PMC4985397,Molecular Etiology of Hereditary Single-Side Deafness: Its Association With Pigmentary Disorders and Waardenburg Syndrome.,Medicine (Baltimore),2023-12-17-22-13-04,True
27486750,PMC4972429,Risk Factors and Relationship of Cutaneous and Uveal Melanocytic Lesions in Monozygotic and Dizygotic Twin Pairs.,PLoS One,2023-12-17-22-13-04,True
27689982,PMC6273111,Constituents of Cryptotaenia japonica Inhibit Melanogenesis via CREB- and MAPK-Associated Signaling Pathways in Murine B16 Melanoma Cells.,Molecules,2023-12-17-22-13-04,True
27755135,PMC5802264,Genetic analysis of melanocortin 1 receptor red hair color variants in a Russian population of Eastern Siberia.,Eur J Cancer Prev,2023-12-17-22-13-04,True
27829416,PMC5103440,Tyrosinase inhibition and antioxidant properties of Asphodelus microcarpus extracts.,BMC Complement Altern Med,2023-12-17-22-13-04,True
27840488,PMC5103528,Anti-Freckles Herbal Treatment in Iranian Traditional Medicine.,Iran J Med Sci,2023-12-17-22-13-04,True
27840533,PMC5103577,Evaluating the Causes of Freckle and Nevus from the Viewpoint of Iranian Traditional Medicine.,Iran J Med Sci,2023-12-17-22-13-04,True
28413392,PMC5346920,T-Cell Lymphoma in a Patient with Neurofibromatosis Type 1 and AIDS.,Case Rep Oncol,2023-12-17-22-13-04,True
28717080,PMC5548677,Addison's Disease Caused by Tuberculosis with Atypical Hyperpigmentation and Active Pulmonary Tuberculosis.,Intern Med,2023-12-17-22-13-04,True
28774050,PMC5457264,Freckle Defect Formation near the Casting Interfaces of Directionally Solidified Superalloys.,Materials (Basel),2023-12-17-22-13-04,True
28872626,PMC6151517,Anti-Melanogenic Effects of Flavonoid Glycosides from Limonium tetragonum (Thunb.) Bullock via Inhibition of Tyrosinase and Tyrosinase-Related Proteins.,Molecules,2023-12-17-22-13-04,True
28880216,PMC5618573,Inhibition of NAT10 Suppresses Melanogenesis and Melanoma Growth by Attenuating Microphthalmia-Associated Transcription Factor (MITF) Expression.,Int J Mol Sci,2023-12-17-22-13-04,True
28954101,PMC5595599,Molecular basis of basal cell carcinoma.,An Bras Dermatol,2023-12-17-22-13-04,True
29556371,PMC5858515,α-Viniferin Improves Facial Hyperpigmentation via Accelerating Feedback Termination of cAMP/PKA-Signaled Phosphorylation Circuit in Facultative Melanogenesis.,Theranostics,2023-12-17-22-13-04,True
29795986,PMC5958947,MC1R variants as melanoma risk factors independent of at-risk phenotypic characteristics: a pooled analysis from the M-SKIP project.,Cancer Manag Res,2023-12-17-22-13-04,True
29895819,PMC5997657,Genome-wide association study in Japanese females identifies fifteen novel skin-related trait associations.,Sci Rep,2023-12-17-22-13-04,True
30106959,PMC6091948,Pigmentation phototype and prostate and breast cancer in a select Spanish population-A Mendelian randomization analysis in the MCC-Spain study.,PLoS One,2023-12-17-22-13-04,True
30297846,PMC6175938,Beauvericin inhibits melanogenesis by regulating cAMP/PKA/CREB and LXR-α/p38 MAPK-mediated pathways.,Sci Rep,2023-12-17-22-13-04,True
30487397,PMC6316950,Solidification and Segregation Behaviors of Superalloy IN718 at a Slow Cooling Rate.,Materials (Basel),2023-12-17-22-13-04,True
30551624,PMC6321646,Evaluation of the Novel Synthetic Tyrosinase Inhibitor (Z)-3-(3-bromo-4-hydroxybenzylidene)thiochroman-4-one (MHY1498) In Vitro and In Silico.,Molecules,2023-12-17-22-13-04,True
30745982,PMC6364722,Successful Treatment of Freckles by Alex Trivantage Laser Wavelight 755 nm in Vietnamese Patients.,Open Access Maced J Med Sci,2023-12-17-22-13-04,True
30787091,PMC6398655,"Cardiovascular, antidepressant and immunosuppressive drug use in relation to risk of cutaneous melanoma: a protocol for a prospective case-control study.",BMJ Open,2023-12-17-22-13-04,True
30838033,PMC6383105,Identification of a ERCC5 c.2333T>C (L778P) Variant in Two Tunisian Siblings With Mild Xeroderma Pigmentosum Phenotype.,Front Genet,2023-12-17-22-13-04,True
30936914,PMC6415303,New Genotypes and Phenotypes in Patients with 3 Subtypes of Waardenburg Syndrome Identified by Diagnostic Next-Generation Sequencing.,Neural Plast,2023-12-17-22-13-04,True
31149574,PMC6536080,Study of Causative Factors and Clinical Patterns of Periorbital Pigmentation.,Indian Dermatol Online J,2023-12-17-22-13-04,True
31249733,PMC6587929,"Photoprotection practices, knowledge and sun-related skin damage in Spanish beach handball players.",PeerJ,2023-12-17-22-13-04,True
31253172,PMC6599371,Development of a Global Subjective Skin Aging Assessment score from the perspective of dermatologists.,BMC Res Notes,2023-12-17-22-13-04,True
31308719,PMC6614830,Association between heterozygote Val92Met MC1R gene polymorphisms with incidence of melasma: a study of Javanese women population in Yogyakarta.,Clin Cosmet Investig Dermatol,2023-12-17-22-13-04,True
31766429,PMC6963690,"Momilactones A, B, and Tricin in Rice Grain and By-Products are Potential Skin Aging Inhibitors.",Foods,2023-12-17-22-13-04,True
31870114,PMC7173358,The Role of Stem Cell Factor in Hyperpigmented Skin Lesions.,Asian Pac J Cancer Prev,2023-12-17-22-13-04,True
31895765,PMC6946412,"Sunburn-related variables, secular trends of improved sun protection and short-term impact on sun attitude behavior in Italian primary schoolchildren: Analysis of the educational campaign ""Il Sole Amico"" (""The sun as a friend"").",Medicine (Baltimore),2023-12-17-22-13-04,True
31999788,PMC6992199,Women with fair phenotypes seem to confer a survival advantage in a low UV milieu. A nested matched case control study.,PLoS One,2023-12-17-22-13-04,True
32215336,PMC7090343,Safflospermidines from the bee pollen of Helianthus annuus L. exhibit a higher in vitro antityrosinase activity than kojic acid.,Heliyon,2023-12-17-22-13-04,True
32346746,PMC9189746,Melanoma Genomics.,Acta Derm Venereol,2023-12-17-22-13-04,True
32346751,PMC9189754,Melanoma Epidemiology and Sun Exposure.,Acta Derm Venereol,2023-12-17-22-13-04,True
32477971,PMC7247630,A Study of Quality of Life in Patients with Facial Melanoses.,Indian Dermatol Online J,2023-12-17-22-13-04,True
32630811,PMC7369948,Inhibitory Effects of Pinostilbene Hydrate on Melanogenesis in B16F10 Melanoma Cells via ERK and p38 Signaling Pathways.,Int J Mol Sci,2023-12-17-22-13-04,True
32843428,PMC7476405,"A novel missense variant and multiexon deletion causing a delayed presentation of xeroderma pigmentosum, group C.",Cold Spring Harb Mol Case Stud,2023-12-17-22-13-04,True
32962063,PMC7551477,Jeju Magma-Seawater Inhibits α-MSH-Induced Melanogenesis via CaMKKβ-AMPK Signaling Pathways in B16F10 Melanoma Cells.,Mar Drugs,2023-12-17-22-13-04,True
33133725,PMC7591782,Catalysis-based specific detection and inhibition of tyrosinase and their application.,J Pharm Anal,2023-12-17-22-13-04,True
33171851,PMC7664693,Carvone Decreases Melanin Content by Inhibiting Melanoma Cell Proliferation via the Cyclic Adenosine Monophosphate (cAMP) Pathway.,Molecules,2023-12-17-22-13-04,True
33219744,PMC7826467,"Pigmentary traits, sun exposure, and risk of non-Hodgkin's lymphoma/chronic lymphocytic leukemia: A study within the French E3N prospective cohort.",Cancer Med,2023-12-17-22-13-04,True
33344560,PMC7716326,Gene diagnosis of infantile neurofibromatosis type I: A case report.,World J Clin Cases,2023-12-17-22-13-04,True
33911297,PMC8061490,Dermatoses in the Elderly: Clinico-Demographic Profile of Patients Attending a Tertiary Care Centre.,Indian J Dermatol,2023-12-17-22-13-04,True
33911651,PMC7992560,Piebaldism Associated with Café-au-lait Macules and Intertriginous Freckling: A Case Report and Review of the Literature.,Ann Dermatol,2023-12-17-22-13-04,True
34046057,PMC8144720,Characterization of Two Loss-of-Function NF1 Variants in Chinese Patients and Potential Molecular Interpretations of Phenotypes.,Front Genet,2023-12-17-22-13-04,True
34068076,PMC8152484,Citral-Containing Essential Oils as Potential Tyrosinase Inhibitors: A Bio-Guided Fractionation Approach.,Plants (Basel),2023-12-17-22-13-04,True
34201391,PMC8226446,Anti-Pigmentary Natural Compounds and Their Mode of Action.,Int J Mol Sci,2023-12-17-22-13-04,True
34360580,PMC8345984,Inhibitory Effect of Avenanthramides (Avn) on Tyrosinase Activity and Melanogenesis in α-MSH-Activated SK-MEL-2 Cells: In Vitro and In Silico Analysis.,Int J Mol Sci,2023-12-17-22-13-04,True
34563052,PMC8928971,"Antioxidant and Anti-Melanogenic Activities of Heat-Treated Licorice (Wongam, Glycyrrhiza glabra × G. uralensis) Extract.",Curr Issues Mol Biol,2023-12-17-22-13-04,True
34629465,PMC8821562,Familial cleft tongue caused by a unique translation initiation codon variant in TP63.,Eur J Hum Genet,2023-12-17-22-13-04,True
34946631,PMC8705159,Insights on the Inhibitory Power of Flavonoids on Tyrosinase Activity: A Survey from 2016 to 2021.,Molecules,2023-12-17-22-13-04,True
35200653,PMC8877154,Mitigative Effects of PFF-A Isolated from Ecklonia cava on Pigmentation in a Zebrafish Model and Melanogenesis in B16F10 Cells.,Mar Drugs,2023-12-17-22-13-04,True
35312026,PMC9609978,Determinants of 25-hydroxyvitamin D Status in a Cutaneous Melanoma Population.,Acta Derm Venereol,2023-12-17-22-13-04,True
35656236,PMC9154173,Risk Factors for Actinic Keratoses: A Systematic Review and Meta-Analysis.,Indian J Dermatol,2023-12-17-22-13-04,True
35677918,PMC9168023,Morphological and transcriptional evaluation of multiple facial cutaneous hyperpigmented spots.,Skin Health Dis,2023-12-17-22-13-04,True
35738810,PMC9328152,New insights from non-invasive imaging: from prospection of skin photodamages to training with mobile application.,J Eur Acad Dermatol Venereol,2023-12-17-22-13-04,True
35897958,PMC9369694,Timeline of the Development of Skin-Lightening Active Ingredients in Japan.,Molecules,2023-12-17-22-13-04,True
36024081,PMC9094382,Freckles.,South Med Rec,2023-12-17-22-13-04,True
36035146,PMC9411802,Novel genetic associations with five aesthetic facial traits: A genome-wide association study in the Chinese population.,Front Genet,2023-12-17-22-13-04,True
36116105,PMC10257048,Clavibacter nebraskensis causing Goss's wilt of maize: Five decades of detaining the enemy in the New World.,Mol Plant Pathol,2023-12-17-22-13-04,True
36118883,PMC9478173,Evaluating the effect of tanning response to sun exposure on the risk of skin diseases through Mendelian randomization.,Front Genet,2023-12-17-22-13-04,True
36135744,PMC9502928,Echinochrome A Inhibits Melanogenesis in B16F10 Cells by Downregulating CREB Signaling.,Mar Drugs,2023-12-17-22-13-04,True
36145574,PMC9502130,Dual Antimelanogenic Effect of Nicotinamide-Stabilized Phloretin Nanocrystals in Larval Zebrafish.,Pharmaceutics,2023-12-17-22-13-04,True
36421436,PMC9686661,Protective Effects of Withagenin A Diglucoside from Indian Ginseng (Withania somnifera) against Human Dermal Fibroblast Damaged by TNF-α Stimulation.,Antioxidants (Basel),2023-12-17-22-13-04,True
36499251,PMC9737552,"SNA077, an Extract of Marine Streptomyces sp., Inhibits Melanogenesis by Downregulating Melanogenic Proteins via Inactivation of cAMP/PKA/CREB Signaling.",Int J Mol Sci,2023-12-17-22-13-04,True
36615251,PMC9822166,Extracts from European Propolises as Potent Tyrosinase Inhibitors.,Molecules,2023-12-17-22-13-04,True
36666669,PMC9451454,Freckles.,Buffalo Med Surg J,2023-12-17-22-13-04,True
36721746,PMC9843722,Evaluation and Comparison of the Antimelanogenic Properties of Different Solvent Fractionated Cnidium japonicum Extracts in B16F10 Murine Melanoma Cells.,Prev Nutr Food Sci,2023-12-17-22-13-04,True
36834568,PMC9965614,Computer-Aided Virtual Screening and In Vitro Validation of Biomimetic Tyrosinase Inhibitory Peptides from Abalone Peptidome.,Int J Mol Sci,2023-12-17-22-13-04,True
37049743,PMC10095632,Fermented Aronia melanocarpa Inhibits Melanogenesis through Dual Mechanisms of the PI3K/AKT/GSK-3β and PKA/CREB Pathways.,Molecules,2023-12-17-22-13-04,True
37111361,PMC10142690,"Acenocoumarol, an Anticoagulant Drug, Prevents Melanogenesis in B16F10 Melanoma Cells.",Pharmaceuticals (Basel),2023-12-17-22-13-04,True
37252421,PMC10213385,Turner Syndrome and Neurofibromatosis 1: Rare Co-Existence with Important Clinical Implications.,J ASEAN Fed Endocr Soc,2023-12-17-22-13-04,True
37440958,PMC10335754,Treatment of Combined Freckles with Chloasma Using Q-Switched 1064 nm Laser.,Int J Clin Pract,2023-12-17-22-13-04,True
37476031,PMC10354868,Identification of five novel variants of ADAR1 in dyschromatosis symmetrica hereditaria by next-generation sequencing.,Front Pediatr,2023-12-17-22-13-04,True
37478251,PMC10662833,Occipital bone defect caused by neurofibromatosis type I: A case report.,Medicine (Baltimore),2023-12-17-22-13-04,False
37600361,PMC10432208,Fraxin inhibits melanogenesis by suppressing the ERK/MAPK pathway and antagonizes oxidative stress by activating the NRF2 pathway.,Heliyon,2023-12-17-22-13-04,True
37602003,PMC10435821,Neurofibromatosis-Noonan Syndrome With Primary Amenorrhoea: A Case Report.,Cureus,2023-12-17-22-13-04,True
37628988,PMC10454566,"Anti-Melanogenic and Antioxidant Activity of Bifidobacterium longum Strain ZJ1 Extracts, Isolated from a Chinese Centenarian.",Int J Mol Sci,2023-12-17-22-13-04,True
37724305,PMC10505343,Naturalistic face adaptation: How we adapt to freckles fast and sustainably.,Iperception,2023-12-17-22-13-04,True
37804540,PMC10560103,Cutaneous Manifestations in Patients with Beta-Thalassemia Major.,J Mother Child,2023-12-17-22-13-04,False
37809588,PMC10559947,Image classification and auxiliary diagnosis system for hyperpigmented skin diseases based on deep learning.,Heliyon,2023-12-17-22-13-04,False
37826031,PMC10072545,Freckles.,Indep Pract,2023-12-17-22-13-04,False
37895974,PMC10609972,The Use of Shells of Marine Molluscs in Spanish Ethnomedicine: A Historical Approach and Present and Future Perspectives.,Pharmaceuticals (Basel),2023-12-17-22-13-04,False
3978032,PMC1977145,"Sunburn, suntan and the risk of cutaneous malignant melanoma--The Western Canada Melanoma Study.",Br J Cancer,2023-12-17-22-13-04,True
