pmid,pmcid,title,journal,insert_time
34514567,PMC10510610,Peripheral Lymphadenopathy in Children: Cytomorphological Spectrum and Interesting Diagnoses.,Turk Patoloji Derg,2023-12-17-22-16-21
34660632,PMC8513784,"Clinical, Pathological, Laboratory Characteristics, and Treatment Regimens of Kimura Disease and Their Relationships With Tumor Size and Recurrence.",Front Med (Lausanne),2023-12-17-22-16-21
34707954,PMC8530722,Kimura Disease Presenting as Right Parotid Swelling and Neck Lymphadenopathy.,Cureus,2023-12-17-22-16-21
35150096,PMC9274332,Clinical Images: Giant mass on the forehead in Kimura disease.,ACR Open Rheumatol,2023-12-17-22-16-21
35415044,PMC8993031,Isolated Kimura Disease Presenting as a Brow Mass in a Saudi Male: A Rare Case Report.,Cureus,2023-12-17-22-16-21
35676993,PMC9167805,Kimura Disease: An Unusual Presentation of Parotid Mass in a Sickle Cell Disease Patient.,Cureus,2023-12-17-22-16-21
35761347,PMC9238044,Kimura disease with Allergic Bronchopulmonary Aspergillosis: a case report.,Allergy Asthma Clin Immunol,2023-12-17-22-16-21
35945530,PMC9361620,Concurrence of IgG4-related disease and Kimura disease with pulmonary embolism and lung cancer: a case report.,BMC Pulm Med,2023-12-17-22-16-21
36123864,PMC9478222,Optic neuropathy caused by orbital Kimura disease: A rare case report.,Medicine (Baltimore),2023-12-17-22-16-21
36213635,PMC9537629,"Kimura disease, a rare cause of inguinal lymphadenopathy: A case report.",Front Med (Lausanne),2023-12-17-22-16-21
36498461,PMC9740894,Comparison of Clinical Manifestations and Pathology between Kimura Disease and IgG4-Related Disease: A Report of Two Cases and Literature Review.,J Clin Med,2023-12-17-22-16-21
36591252,PMC9794988,Successful treatment of dupilumab in Kimura disease independent of IgE: A case report with literature review.,Front Immunol,2023-12-17-22-16-21
36596747,PMC9816637,Current concepts of Kimura disease: pathophysiology and evolution of treatment.,Arch Craniofac Surg,2023-12-17-22-16-21
36611215,PMC9826584,Concurrent Warthin tumor and Kimura disease: a case report.,J Med Case Rep,2023-12-17-22-16-21
36712833,PMC9880338,A patient with chronic bilateral periauricular swelling.,JAAD Case Rep,2023-12-17-22-16-21
36844253,PMC9946802,An Unusual Case of Systemic Lymphadenopathy - Kimura's Disease.,J Inflamm Res,2023-12-17-22-16-21
36873072,PMC9981570,Challenging diagnosis of Kimura disease in a child with nephrotic syndrome: A case report.,Clin Case Rep,2023-12-17-22-16-21
36873634,PMC9982731,Kimura disease in children: A report of 11 cases and review of the literature.,Front Pediatr,2023-12-17-22-16-21
36970233,PMC10030818,Kimura disease forming a human polyomavirus 6-negative parotid gland nodule with prominent squamous metaplasia in a young female: A case report.,Radiol Case Rep,2023-12-17-22-16-21
37143713,PMC10152615,Kimura disease as an uncommon cause of persistent hypereosinophilia: a diagnostic challenge.,Biochem Med (Zagreb),2023-12-17-22-16-21
37309559,PMC10270775,Kimura Disease with Lacrimal Sac and Nasolacrimal Duct Involvement: A Case Report.,Korean J Ophthalmol,2023-12-17-22-16-21
37312764,PMC10259547,Kimura disease: A rare cause of painless lymphadenopathy in South Asia.,J Family Med Prim Care,2023-12-17-22-16-21
37363543,PMC10289553,Kimura disease masquerading tuberculosis: a rare case presentation.,Ann Med Surg (Lond),2023-12-17-22-16-21
37915503,PMC10617790,Case Report: Successful Treatment of Recurrent Candida Albicans Meningitis with Kimura's Disease Using Amphotericin B Colloidal Dispersion Combined with Fluconazole.,Infect Drug Resist,2023-12-17-22-16-21
38018601,PMC10632088,Clinical effects of dupilumab: A novel treatment for Kimura disease.,Immun Inflamm Dis,2023-12-17-22-16-21
