pmid,pmcid,title,journal,insert_time,has_targz,disease
31153384,PMC6545219,Primary intraosseous hybrid epithelioid schwannoma/perineurioma in the proximal tibia: a case report of benign hybrid neoplasm with local hypercellularity.,Diagn Pathol,2023-12-17-22-15-35,True,Match
31404377,PMC6682396,Colonic Perineurioma's Malignant Proximity to Serrated Colonic Polyps.,Cureus,2023-12-17-22-15-35,True,Match
32054523,PMC7017529,Modern treatment of perineuriomas: a case-series and systematic review.,BMC Neurol,2023-12-17-22-15-35,True,Match
32309518,PMC7145183,Endoscopic Mucosal Resection of a Gastric Perineurioma.,ACG Case Rep J,2023-12-17-22-15-35,True,Match
32499986,PMC7268579,Onychomatricoma Presenting as a Dystrophic Right Great Toenail: Case Report and Review.,Cureus,2023-12-17-22-15-35,True,NotMatch
32665878,PMC7352814,Supraclavicular Solitary Hybrid Schwannoma/Neurofibroma: A Case Report.,Cureus,2023-12-17-22-15-35,True,NotMatch
32994880,PMC7511049,Primary intra-osseous Hybrid Schwannoma-Perineurioma in the mandible.,J Clin Exp Dent,2023-12-17-22-15-35,True,Match
33110748,PMC7585476,Orbital hybrid peripheral nerve sheath tumors.,Taiwan J Ophthalmol,2023-12-17-22-15-35,True,NotMatch
33269245,PMC7674743,"Peripheral nerve tumors of the hand: Clinical features, diagnosis, and treatment.",World J Clin Cases,2023-12-17-22-15-35,True,NotMatch
33649458,PMC8154639,Hybrid schwannoma-perineurioma frequently harbors VGLL3 rearrangement.,Mod Pathol,2023-12-17-22-15-35,True,Match
34155464,PMC8211554,A Solitary Sigmoid Perineurioma in an Otherwise Healthy 30-Year-Old Male.,Cureus,2023-12-17-22-15-35,True,Match
34592995,PMC8482618,Soft tissue perineurioma involving the kidney: a report of two cases with an emphasis on differential diagnosis.,Diagn Pathol,2023-12-17-22-15-35,True,Match
35160001,PMC8836650,Morphological Relation of Peripheral Nerve Sheath Tumors and Nerve Fascicles: Prospective Study and Classification.,J Clin Med,2023-12-17-22-15-35,True,NotMatch
35330746,PMC8938196,A Rare case of Ulnar Nerve Intraneural Perineurioma in an elderly gentleman.,JPRAS Open,2023-12-17-22-15-35,True,Match
35371422,PMC8969876,Acral perineurioma: A case report of a rare neoplasm successfully treated with autologous skin graft reconstructive surgery.,Dermatol Reports,2023-12-17-22-15-35,True,Match
35622732,PMC9144584,Histopathological and Immunohistochemical Evaluation of Canine Nerve Sheath Tumors and Proposal for an Updated Classification.,Vet Sci,2023-12-17-22-15-35,True,NotMatch
35741273,PMC9222088,Practical Approach to Histological Diagnosis of Peripheral Nerve Sheath Tumors: An Update.,Diagnostics (Basel),2023-12-17-22-15-35,True,NotMatch
35844335,PMC9282582,A Rare Case of Bladder Perineurioma.,Cureus,2023-12-17-22-15-35,True,Match
36655329,PMC10039466,Ultrasonography of peripheral nerve tumours: a case series.,Radiol Oncol,2023-12-17-22-15-35,True,NotMatch
36698394,PMC9868923,Assessing the role of sodium fluorescein in peripheral nerve sheath tumors and mimicking lesions surgery: An update after 142 cases.,Front Oncol,2023-12-17-22-15-35,True,NotMatch
37039290,PMC10550538,"Perineurioma of the sciatic nerve with reticular, microcystic, and pseudolipoblastic features: illustrative case.",J Neurosurg Case Lessons,2023-12-17-22-15-35,False,Match
37046591,PMC10093509,Diagnosis and Treatment of Peripheral and Cranial Nerve Tumors with Expert Recommendations: An EUropean Network for RAre CANcers (EURACAN) Initiative.,Cancers (Basel),2023-12-17-22-15-35,True,NotMatch
37583507,PMC10424895,Perineurioma Diagnosed After Endoscopic Treatment of Suspected Gastric Adenocarcinoma of the Fundic Gland.,ACG Case Rep J,2023-12-17-22-15-35,True,Match
37594583,PMC10439084,Benign peripheral nerve sheath tumors: an interdisciplinary diagnostic and therapeutic challenge.,Neurosurg Rev,2023-12-17-22-15-35,True,NotMatch
