pmid,pmcid,title,journal,insert_time
29998103,PMC6031948,Cutaneous Adnexal Cysts Revisited: What We Know and What We Think We Know.,Dermatopathology (Basel),2023-12-17-22-02-48
30147978,PMC6083646,Clear Cell Carcinoma Arising in Vulvar Endometriosis.,Case Rep Pathol,2023-12-17-22-02-48
30505790,PMC6232990,Schopf-Schulz-Passarge Syndrome.,Indian Dermatol Online J,2023-12-17-22-02-48
31366404,PMC6670128,A giant apocrine hidrocystoma associated with elevated serum carcinoembryonic antigen levels: a case report.,J Med Case Rep,2023-12-17-22-02-48
31448032,PMC6689838,[Palpebral hidrocystoma].,Pan Afr Med J,2023-12-17-22-02-48
31788577,PMC6880129,Congenital giant orbital eccrine hidrocystoma.,Am J Ophthalmol Case Rep,2023-12-17-22-02-48
32461953,PMC7231704,Apocrine Hidrocystoma Mimicking Breast Lesion in a Child from Tunisia.,Iran J Public Health,2023-12-17-22-02-48
32528753,PMC7279684,Eccrine Hidrocystoma of the Central Chest and Dermoscopic Findings.,Cureus,2023-12-17-22-02-48
32769501,PMC7478450,Multi-dimensional skin imaging evaluation of eccrine hidrocystoma.,Chin Med J (Engl),2023-12-17-22-02-48
33283250,PMC9309698,Multiple Nasal Papules in a 12-year-old Boy: A Quiz.,Acta Derm Venereol,2023-12-17-22-02-48
33898070,PMC8052164,"Use of Reflectance Confocal Microscopy for Hidrocystomas: An Emerging, Cost-Effective, and Powerful Tool.",Case Rep Dermatol Med,2023-12-17-22-02-48
33911624,PMC7992752,Apocrine Hidrocystoma on the Penis: Report of a Case and Review of the Previous Cases.,Ann Dermatol,2023-12-17-22-02-48
34084021,PMC8149987,Eccrine Hidrocystoma: A Report of Two Cases with Special Reference to Dermoscopic Features.,J Cutan Aesthet Surg,2023-12-17-22-02-48
34563037,PMC8482105,A New Case of Hybrid Epidermoid and Apocrine Cyst.,Dermatopathology (Basel),2023-12-17-22-02-48
35573100,PMC9102149,Histological study of eyelid hidrocystoma: A clinical case.,SAGE Open Med Case Rep,2023-12-17-22-02-48
35646469,PMC9116550,Dermoscopy as an Aid in the Differentiation of Recurrent Eyelid Basal Cell Carcinoma Versus apocrine Hidrocystoma.,Dermatol Pract Concept,2023-12-17-22-02-48
35888558,PMC9317353,Apocrine Hidrocystoma with IgG4 Plasma Cell Infiltration Presenting as Recurrent Chalazion: A Case Report.,Medicina (Kaunas),2023-12-17-22-02-48
36393905,PMC9650017,Orbital apocrine hidrocystoma with ptosis.,Am J Ophthalmol Case Rep,2023-12-17-22-02-48
36750461,PMC9905859,Unusual Complex Apocrine Tumor Consisting of Syringocystadenoma Papilliferum and Apocrine Hidrocystoma within a Single Lesion: A Case Report.,Ann Dermatol,2023-12-17-22-02-48
36883086,PMC9985670,Benign Chondroid Syringoma on Chin: A Case Report and Literature Review.,Cureus,2023-12-17-22-02-48
36892387,PMC9946129,Dermoscopy and Reflectance Confocal Microscopy of Apocrine Hidrocystoma.,Dermatol Pract Concept,2023-12-17-22-02-48
37364466,PMC10382773,Unusual location of apocrine hidrocystoma in children: Case series.,Int J Surg Case Rep,2023-12-17-22-02-48
37868536,PMC10586350,Benign Cutaneous Cysts: A Comprehensive Analysis of 1160 cases.,Cureus,2023-12-17-22-02-48
