pmcid,label,caption,graphic
PMC3624713,Figure 4,"(a) Lobules of proliferating squamous epithelium with abrupt trichilemmal keratinisation and dystrophic calcification of keratin. H and E, ×10. (b) Moderate to severe nuclear atypia in the squamous epithelial cells lining the cyst. H and E, ×40",NAJMS-5-124-g005
PMC6092069,Figure 1,"Amyloid deposition from excisional skin biopsy specimen (hematoxylin and eosin [H&E] staining, original magnification ×4). [Copyright: ©2018 Tadros et al.]",dp0803a07g001
PMC6092069,Figure 2,"Amyloid deposition from excisional skin biopsy specimen (H&E staining, original magnification ×40). Congo red stain revealed abundant eosinophilic, amorphous material exhibiting dermal apple-green birefringence with polarization, consistent with amyloid deposition (Figure 3). [Copyright: ©2018 Tadros et al.]",dp0803a07g002
PMC6092069,Figure 3,"Amyloid deposition on excisional skin biopsy specimen (Congo red, original magnification ×40). [Copyright: ©2018 Tadros et al.]",dp0803a07g003
PMC6299294,Figure 1.,"Sagittal (left) and coronal (right) CT images of the patient’s neck reveal a right-sided cystic-appearing lesion that appeared consistent with an internal/external laryngocele.CT, computed tomography.",10.1177_1179550618815917-fig1
PMC6299294,Figure 2.,"This gross specimen from the operating room represents the submucosal mass that was situated on the right aryepiglottic fold. This mass also had an external component, and palpation of the external component on the lateral neck caused bulging of the mass in the hypopharyngeal and supraglottic regions.",10.1177_1179550618815917-fig2
PMC6299294,Figure 3.,"The H&E histopathology slides from excision of the patient’s neck mass reveals cyst lining with stratified squamous epithelium, without evidence of a granular layer. These findings are consistent with those of a pilar cyst. The right image demonstrates 100× magnification of the left image. The cyst contents are demonstrated by black arrows.H&E, hemotoxylin and eosin.",10.1177_1179550618815917-fig3
PMC6620810,Fig. 1,Appearance of lesion at presentation to the clinic,wjps-8-259-g001
PMC6620810,Fig. 2,View through Dermatoscope,wjps-8-259-g002
PMC4808710,Fig 1,"DFSP. A 1.2-cm × 1.5-cm smooth, firm, fairly mobile, pink nodule without a punctum on the scalp of a 13-year-old boy; no regional lymphadenopathy present.",gr1
PMC4808710,Fig 2,"A poorly marginated, infiltrative dermal spindle cell neoplasm with a myxoid background. Note the infiltration into the underlying subcutaneous fat in a honeycomb-like fashion. (Hematoxylin-eosin stain; original magnification, ×2.)",gr2
PMC4808710,Fig 3,"Relatively monomorphic spindle-shaped cells with tapering nuclei present in a storiform pattern (Hematoxylin-eosin stain; original magnification, ×10.)",gr3
PMC4808710,Fig 4,"Most spindle cells are CD34+ (Immunohistochemistry; original magnification, ×2.)",gr4
PMC4808710,Fig 5,A 2.4-cm × 4.6-cm final defect after MMS.,gr5
PMC7402879,Figure 1,Appearance of the lesion on the back of right hand.,medi-99-e21519-g001
PMC7402879,Figure 2,"Hematoxylin-eosin (H&E) staining of the lesion, showing a cyst in the reticular dermis and eosinophilic material. Bar length = 6 mm.",medi-99-e21519-g002
PMC7402879,Figure 3,No granular layer is observed at the wall of cyst (H&E). Bar length = 200 μm.,medi-99-e21519-g003
PMC8924508,Fig 1,"Case 1. A, Two bulky ulcerated tumors on the posterior aspect of the scalp (proliferating trichilemmal tumor on the nape region and a malignant proliferating trichilemmal tumor on the right side of the occiput). B, Multiple subcutaneous nodules (trichilemmal cysts) on the scalp. C, Purplish-red exophytic tumor on the left paravertebral region (MPTT) and subcutaneous nodule on the central portion of the back (TC).",gr1
PMC8924508,Fig 2,"Case 2.A, A 14-cm ulcerated tumor on the left side of the parietal region (malignant proliferating trichilemmal tumor). B, Posterior view of the tumor before surgery with multiple adjacent subcutaneous nodules (trichilemmal cysts) on the scalp. C, Subcutaneous nodules on the legs.",gr2
PMC8924508,Fig 3,"Histopathologic features of the malignant proliferating trichilemmal tumor from Case 2. A, Abrupt trichilemmal keratinization and lobular proliferation of squamous epithelium (Hematoxylin-eosin stain; original magnification, ×100) (B) High-power view showing nuclear and cytoplasmic atypia, high mitotic index, and necrosis (Hematoxylin-eosin stain; original magnification, ×200).",gr3
PMC8924508,Fig 4,"Case 3. A, True leukonychia totalis. B, Subcutaneous nodule on the scalp.",gr4
PMC8924508,Fig 5,"Case 4. A, Exophytic tumor on the vertex (malignant proliferating trichilemmal tumor) covered by hair and one visible nodule with central opening on the frontal area (trichilemmal cyst). B, Posterior view of the exophytic multinodular ulcerated tumor on the vertex.",gr5
PMC7739100,Figure 1. ,"Clinical examined identified a 3 x 4 cm raised, indurated lesion with crusting, superficial ulceration and a serosanguinous discharge.",f1000research-8-20993-g0000
PMC7739100,Figure 2. ,"Microscopic images of the skin tumour.(
A) Squamous epithelium with trichilemmal keratinisation (x4 objective). (
B–
D) Epithelium with nuclear pleomorphism, mitoses and an infiltrative architecture (x20 objective).",f1000research-8-20993-g0001
PMC10205296,Figure 1,Gross picture showing multiple small epidermal cysts over the scrotum wall (images used with permission).,ms9-85-2166-g001
PMC9132464,Figure 1.,"An ulcerated tumor located in the anterior of the vertex, fixed to the floor.",ICRP_A_2077208_F0001_C
PMC9132464,Figure 2.,Gross invasion extending to the cranium in the tumor center.,ICRP_A_2077208_F0002_C
PMC9132464,Figure 3.,"Lobular proliferation is seen. H&E; original magnification, ×100.",ICRP_A_2077208_F0003_C
PMC9132464,Figure 4.,"Mobile, hyperemic tumor located in the left temporal region.",ICRP_A_2077208_F0004_C
PMC9132464,Figure 5.,"Basaloid cells with palisading in the peripheral areas of lobules are present. H&E; original magnification, ×100.",ICRP_A_2077208_F0005_C
PMC9132464,Figure 6.,Infected and ulcerated tumor located in the right occipital region.,ICRP_A_2077208_F0006_C
PMC9132464,Figure 7.,"Marked anaplasia and atypical mitosis are seen. H&E; original magnification, ×400.",ICRP_A_2077208_F0007_C
PMC9132464,Figure 8.,"Tumor located in the right parietal region, with multiple ulcerated areas on it.",ICRP_A_2077208_F0008_C
PMC9132464,Figure 9.,"On low power, pushing border and trichilemmal keratinization. H&E; original magnification, ×40.",ICRP_A_2077208_F0009_C
PMC10238167,Figure 1,Preoperative image of the swelling.The image shows swelling in the left temporal region preoperatively.,cureus-0015-00000038508-i01
PMC10238167,Figure 2,Preoperative profile view of the swelling.The image shows a profile view of the lesion on the left temporal region. Note the skin over the swelling appears normal. ,cureus-0015-00000038508-i02
PMC10238167,Figure 3,Needle containing aspirate from the lesion.The image shows dirty brown pus-like material that was yielded from the lesion. ,cureus-0015-00000038508-i03
PMC10238167,Figure 4,"Fine needle aspiration cytology showing nucleated and anucleated cells along with mixed inflammatory cells (arrow) (MGG, 10x)",cureus-0015-00000038508-i04
PMC10238167,Figure 5,Section of Computed Tomography (CT) showing lesion in the left temporal region.The arrow in the axial view of the CT shows a well-defined cystic lesion in the left temporal region.,cureus-0015-00000038508-i05
PMC10238167,Figure 6,Section of Computed Tomography (CT) showing lesion in the left temporal region.The arrow in the coronal view of the CT shows a well-defined cystic lesion in the left temporal region.,cureus-0015-00000038508-i06
PMC10238167,Figure 7,Popowich incision marking and incision placementThe image on the left shows the marking of the Popowich incision and the image on the right shows the placement of incision.,cureus-0015-00000038508-i07
PMC10238167,Figure 8,Exposure of the lesionThe image shows the dissected and isolated lesion in the left temporal region,cureus-0015-00000038508-i08
PMC10238167,Figure 9,Lobulated surface of the lesion.The arrow in the image shows a whitish lobulated surface.,cureus-0015-00000038508-i09
PMC10238167,Figure 10,Excised specimen,cureus-0015-00000038508-i10
PMC10238167,Figure 11,Crater-like defect in the left temporal region.The arrows in the image show crater-like defects due to pressure erosion caused by the lesion.,cureus-0015-00000038508-i11
PMC10238167,Figure 12,Closure of the lesion.The image shows closure of the lesion and placement of the drain.,cureus-0015-00000038508-i12
PMC10238167,Figure 13,"Histopathology of the cyst wall shows stratified squamous epithelium with absent granular layer and abrupt compart keratin filling the cyst lumen (H & E, 20x)The arrow in the images shows the variations of the epithelium.",cureus-0015-00000038508-i13
