pmid,pmcid,title,journal,insert_time
21677889,PMC3104867,Rapid Growth of Dermatofibrosarcoma Protuberans Associated with Bilateral Adrenalectomy for Cushing's Syndrome.,Case Rep Dermatol,2023-12-17-22-03-00
21909213,PMC3162272,A case of myxoid dermatofibrosarcoma protuberans.,Ann Dermatol,2023-12-17-22-03-00
21975420,PMC3197540,Dermatofibrosarcoma presenting as a nodule in the breast of a 75-year-old woman: a case report.,J Med Case Rep,2023-12-17-22-03-00
22267990,PMC3261608,Dermatofibrosarcoma protuberans of the scalp with fibrosarcomatous degeneration and pulmonary metastasis.,J Clin Imaging Sci,2023-12-17-22-03-00
22559860,PMC3447680,Half forehead reconstruction with a single rotational scalp flap for dermatofibrosarcoma protuberans treatment.,World J Surg Oncol,2023-12-17-22-03-00
22567356,PMC3335514,Cytogenetics and molecular genetics of myxoid soft-tissue sarcomas.,Genet Res Int,2023-12-17-22-03-00
22587823,PMC3351741,Fibrosarcomatous changes and expression of CD34+ and apolipoprotein-D in dermatofibrosarcoma protuberans.,Clin Sarcoma Res,2023-12-17-22-03-00
22783540,PMC3385345,Dermatofibrosarcoma protuberans with pulmonary metastasis in the absence of local recurrence.,Arch Plast Surg,2023-12-17-22-03-00
23150733,PMC3488409,Metastasis of dermatofibrosarcoma from the abdominal wall to the thyroid gland: case report.,Case Rep Med,2023-12-17-22-03-00
23199263,PMC3539889,Atrophic dermatofibrosarcoma protuberans: report of a case demonstrated by detecting COL1A1-PDGFB rearrangement.,Diagn Pathol,2023-12-17-22-03-00
23316399,PMC3535818,Dermatofibrosarcoma protuberans in a child: a case report.,Case Rep Dermatol Med,2023-12-17-22-03-00
23437433,PMC3573465,Recurrent dermatofibrosarcoma protuberans: A continuing problem.,Indian Dermatol Online J,2023-12-17-22-03-00
23476878,PMC3580920,Lymph node metastasis after a soft tissue sarcoma of the leg: a case report and a review of the literature.,Case Rep Surg,2023-12-17-22-03-00
23496933,PMC3599709,Complete resection of recurrent and initially unresectable dermatofibrosarcoma protuberans downsized by Imatinib.,World J Surg Oncol,2023-12-17-22-03-00
23557478,PMC3637545,Dermatofibrosarcoma protuberans (DFSP) successfully treated with sorafenib: case report.,Clin Sarcoma Res,2023-12-17-22-03-00
23741663,PMC3673400,Outcome of wide local excision in dermatofibrosarcoma protuberans and use of radiotherapy for margin-positive disease.,Indian Dermatol Online J,2023-12-17-22-03-00
23922791,PMC3726773,Genetic aberrations in imatinib-resistant dermatofibrosarcoma protuberans revealed by whole genome sequencing.,PLoS One,2023-12-17-22-03-00
23934686,PMC3765581,Platelet-derived growth factor B induces senescence and transformation in normal human fibroblasts.,Aging (Albany NY),2023-12-17-22-03-00
24003290,PMC3756212,Medallion-like dermal dendrocyte hamartoma: differential diagnosis with congenital atrophic dermatofibrosarcoma protuberans.,Ann Dermatol,2023-12-17-22-03-00
24133389,PMC3794880,Magnetic resonance imaging of vulvar dermatofibrosarcoma protuberans - report of a case.,Radiol Oncol,2023-12-17-22-03-00
24371537,PMC3859268,Giant ulcerative dermatofibroma.,Case Rep Otolaryngol,2023-12-17-22-03-00
24455646,PMC3889049,Dermatofibrosarcoma protuberans: Role of wide local excision.,South Asian J Cancer,2023-12-17-22-03-00
24470683,PMC3884914,Fibrosarcomatous dermatofibrosarcoma protuberans: an unusual tumor in the facial skin.,Indian J Dermatol,2023-12-17-22-03-00
24498457,PMC3881212,Considerations for tissue expansion in the management of massive dermatofibrosarcoma protuberans of the head and neck.,Eplasty,2023-12-17-22-03-00
24726063,PMC4022359,TERT promoter hotspot mutations are recurrent in myxoid liposarcomas but rare in other soft tissue sarcoma entities.,J Exp Clin Cancer Res,2023-12-17-22-03-00
24770523,PMC4008077,Case for diagnosis. Dermatofibrosarcoma protuberans.,An Bras Dermatol,2023-12-17-22-03-00
24818052,PMC4014828,A rare giant scalp dermatofibrosarcoma protuberans.,Surg Neurol Int,2023-12-17-22-03-00
24860763,PMC4030356,Medallion-like dermal dendrocytoma.,Indian Dermatol Online J,2023-12-17-22-03-00
24891660,PMC4037950,Wolf's Isotopic Response: Report of a Case and Review of Literature.,Indian J Dermatol,2023-12-17-22-03-00
24926255,PMC4035680,Dermatofibrosarcoma protuberans: a case report.,Case Rep Dermatol,2023-12-17-22-03-00
24937835,PMC4056719,Case for diagnosis.,An Bras Dermatol,2023-12-17-22-03-00
24960733,PMC3649554,Dermatofibrosarcoma protuberans: A rare cutaneous tumour.,J Surg Case Rep,2023-12-17-22-03-00
25120687,PMC4114647,Dermatofibrosarcoma protuberans of the breast: A case report.,Oncol Lett,2023-12-17-22-03-00
25125905,PMC4127869,Dermatofibrosarcoma protuberans of penis: Case report and literature review.,Urol Ann,2023-12-17-22-03-00
25276339,PMC4179866,Neoadjuvant treatment of Dermatofibrosarcoma Protuberans of pancreas with Imatinib: case report and systematic review of literature.,Clin Sarcoma Res,2023-12-17-22-03-00
25324663,PMC4198598,Dermatofibrosarcoma protuberans on the chest with a variety of clinical features masquerading as a keloid: is the disease really protuberant?,Ann Dermatol,2023-12-17-22-03-00
25328722,PMC4190120,Dermatofibroma Arising within a Black Tattoo.,Case Rep Dermatol Med,2023-12-17-22-03-00
25386310,PMC4212673,Dermatofibrosarcoma protuberans diagnosed by a single biopsy.,Dermatol Reports,2023-12-17-22-03-00
25484394,PMC4248501,Report of two cases of recurrent scalp dermatofibrosarcoma protuberans and literature review.,Indian J Dermatol,2023-12-17-22-03-00
25484437,PMC4248545,Dermatofibrosarcoma protuberans at an uncommon site.,Indian J Dermatol,2023-12-17-22-03-00
25489374,PMC4258206,[Dermatofibrosarcoma protuberans : report of 27 cases and review of the literature].,Pan Afr Med J,2023-12-17-22-03-00
25547686,PMC6389240,Dermatofibrosarcoma protuberans of the vulva: margins assessment and reconstructive options - a report of two cases.,World J Surg Oncol,2023-12-17-22-03-00
25657441,PMC4318047,Variant of dermatofibrosarcoma protuberans: bednar tumor.,Indian J Dermatol,2023-12-17-22-03-00
25683993,PMC4329356,"Dermatofibrosarcoma protuberans: a study of clinical, pathologic, genetic, and therapeutic features in Korean patients.",Yonsei Med J,2023-12-17-22-03-00
25692086,PMC4325695,Dermatoscopic findings of atrophic dermatofibrosarcoma protuberans.,Dermatol Pract Concept,2023-12-17-22-03-00
25759652,PMC4327403,A Case of Cellular Fibrous Histiocytoma on the Right Elbow with Repeated Relapse within a Short Period.,Case Rep Dermatol,2023-12-17-22-03-00
25821539,PMC4369296,"[Dermatofibrosarcoma protuberans, particular skin tumor: report of 32 cases and review of the literature].",Pan Afr Med J,2023-12-17-22-03-00
25834354,PMC4377404,Identification of leukocyte-specific protein 1-positive cells: a clue to the cell of origin and a marker for the diagnosis of dermatofibroma.,Ann Dermatol,2023-12-17-22-03-00
25870729,PMC4391893,[Dermatofibrosarcoma protuberans: report of 38 cases].,Pan Afr Med J,2023-12-17-22-03-00
25896773,PMC4411938,Unusual presentation of dermatofibrosarcoma protuberans in a male patient's breast: a case report and review of the literature.,World J Surg Oncol,2023-12-17-22-03-00
25924890,PMC4423146,Orbital dermatofibrosarcoma protuberans with intracranial extension preceded by recurrent leiomyoma of the orbit: a case report.,J Med Case Rep,2023-12-17-22-03-00
25929918,PMC4603059,Target therapy of unresectable or metastatic dermatofibrosarcoma protuberans with imatinib mesylate: an analysis on 22 Chinese patients.,Medicine (Baltimore),2023-12-17-22-03-00
26091446,PMC4616540,Dermatofibrosarcoma Protuberans: Computed Tomography and Magnetic Resonance Imaging Findings.,Medicine (Baltimore),2023-12-17-22-03-00
26180751,PMC4495091,Recurrent abdominal wall dermatofibrosarcoma protuberans in a child: a challenging reconstruction.,Springerplus,2023-12-17-22-03-00
26512174,PMC4622894,Congenital Dermatofibrosarcoma Protuberans: A Case Report and Literature Review.,Ann Dermatol,2023-12-17-22-03-00
26528036,PMC4620672,Surgical Treatment of Dermatofibrosarcoma Protuberans Using a Reversed Adipofascial Sural Flap - Case Report.,Clujul Med,2023-12-17-22-03-00
26645047,PMC4669897,Dermatofibrosarcoma protuberans (DFSP) with fibrosarcomatous changes in a patient with psoriasis treated with adalimumab.,JAAD Case Rep,2023-12-17-22-03-00
26688814,PMC4673335,Wide Local Excision for Dermatofibrosarcoma Protuberans: A Single-Center Series of 90 Patients.,Biomed Res Int,2023-12-17-22-03-00
26693116,PMC4670313,Surgical Treatment of Enormous Recurrent Dermatofibrosarcoma Protuberans.,Thorac Cardiovasc Surg Rep,2023-12-17-22-03-00
26764887,PMC4756217,Dermatofibrosarcoma Protuberans: The role of tissue expansion in reconstructive surgery of the scalp.,Int J Surg Case Rep,2023-12-17-22-03-00
26779374,PMC4706526,Dermatofibrosarcoma protuberans: from translocation to targeted therapy.,Cancer Biol Med,2023-12-17-22-03-00
26788273,PMC4703919,Dermatofibrosarcoma Protu-Berans with Lung Metastasis Requiring Pneumonectomy.,Rare Tumors,2023-12-17-22-03-00
26816559,PMC4711339,Myxoid Dermatofibrosarcoma Protuberans of the Abdomen.,Eplasty,2023-12-17-22-03-00
26932148,PMC4774026,Congenital atrophic dermatofibrosarcoma protuberans detected by COL1A1-PDGFB rearrangement.,Diagn Pathol,2023-12-17-22-03-00
26955135,PMC4763647,Transformation of Dermatofibrosarcoma Protuberans into a Fibrosarcoma.,Indian J Dermatol,2023-12-17-22-03-00
26988991,PMC4906099,Injection Site Lichenoid Dermatitis Following Pneumococcal Vaccination: Report and Review of Cutaneous Conditions Occurring at Vaccination Sites.,Dermatol Ther (Heidelb),2023-12-17-22-03-00
27051707,PMC4808710,Rare myxoid dermatofibrosarcoma protuberans masquerading as a pilar cyst in a child.,JAAD Case Rep,2023-12-17-22-03-00
27051721,PMC4808742,Complete remission of a periorbital dermatofibrosarcoma protuberans with adjuvant imatinib mesylate in a child.,JAAD Case Rep,2023-12-17-22-03-00
27134483,PMC4832897,Fibrosarcomatous change in the background of dermatofibrosarcoma protuberans in male breast: Study of a rare case and review of the entity.,J Midlife Health,2023-12-17-22-03-00
27195182,PMC4863404,Dermatofibrosarcoma Protuberans: Insights into a Rare Soft Tissue Tumor.,J Clin Imaging Sci,2023-12-17-22-03-00
27252960,PMC4623539,"Dermatofibrosarcoma protuberans, a rare but locally aggressive tumor on finger: clinical and aeromedical considerations.",Case Reports Plast Surg Hand Surg,2023-12-17-22-03-00
27257461,PMC4878958,A rare case of dermatofibrosarcoma protuberans of the forefoot.,Radiol Case Rep,2023-12-17-22-03-00
27289468,PMC4999380,Risk factors for distant metastasis of dermatofibrosarcoma protuberans.,J Orthop Traumatol,2023-12-17-22-03-00
27308244,PMC4904142,Recurrent Dermatofibrosarcoma Protuberance and its Management with Radical Excision and Interval Skin Grafting: A Case Report.,World J Plast Surg,2023-12-17-22-03-00
27374103,PMC5216983,Antitumor efficacy of the heparan sulfate mimic roneparstat (SST0001) against sarcoma models involves multi-target inhibition of receptor tyrosine kinases.,Oncotarget,2023-12-17-22-03-00
27385888,PMC4918481,Usefulness of (18)F-fluorodeoxyglucose positron emission tomography/computed tomography in dermatofibrosarcoma protuberans on treatment with imatinib.,Indian J Nucl Med,2023-12-17-22-03-00
27437151,PMC4942587,A Challenging Giant Dermatofibrosarcoma Protuberans on the Face.,Case Rep Dermatol Med,2023-12-17-22-03-00
27494371,PMC4976134,Dermatofibrosarcoma protuberans post basal cell carcinoma excision: A case report.,Int J Surg Case Rep,2023-12-17-22-03-00
27504443,PMC4965538,Bednar Tumor: An Uncommon Entity.,Dermatopathology (Basel),2023-12-17-22-03-00
27579237,PMC4995716,Extended V-Y Advancement Flap Reconstruction of a Large Posterior Upper Midline Trunk Defect.,Plast Reconstr Surg Glob Open,2023-12-17-22-03-00
27703659,PMC5037929,Imaging Features of Breast Dermatofibrosarcoma Protuberans in Various Modalities Including FDG-PET CT.,Iran J Radiol,2023-12-17-22-03-00
27746644,PMC5064194,Pedunculated Nodules as a Variant of Dermatofibrosarcoma Protuberans.,Ann Dermatol,2023-12-17-22-03-00
27828659,PMC5087244,Dermatofibrosarcoma protuberans with fibrosarcomatous transformation.,An Bras Dermatol,2023-12-17-22-03-00
28018683,PMC5149626,Nodular Fasciitis Complicating a Staged Surgical Excision of Dermatofibrosarcoma Protuberans.,Case Rep Dermatol Med,2023-12-17-22-03-00
28056985,PMC5217543,A single-institutional review of 68 patients with dermatofibrosarcoma protuberans: wide re-excision after inadequate previous surgery results in a high rate of local control.,World J Surg Oncol,2023-12-17-22-03-00
28293335,PMC5324080,Reducing Wound Tension With DuoDERM™ Taping Technique.,Eplasty,2023-12-17-22-03-00
28388964,PMC5385006,Breast and pleuropulmonary metastasis of multirecurrent scalp dermatofibrosarcoma protuberans: a case report.,J Med Case Rep,2023-12-17-22-03-00
28515919,PMC5431145,Programmed death-ligand 1 expression is associated with fibrosarcomatous transformation of dermatofibrosarcoma protuberans.,Mol Clin Oncol,2023-12-17-22-03-00
28553740,PMC5536401,Extragastrointestinal stromal tumor of the abdominal subcutaneous tissue: Report of a very rare case at an unusual site.,J Int Med Res,2023-12-17-22-03-00
28584757,PMC5447340,Dermatofibrosarcoma Protuberans in a 9-Year-Old Child.,Indian Dermatol Online J,2023-12-17-22-03-00
28607608,PMC5463448,"Clinical Features, Pathological Findings and Treatment of Recurrent Dermatofibrosarcoma Protuberans.",J Cancer,2023-12-17-22-03-00
28607816,PMC5461560,"Recurrence case of rare scalp dermatofibrosarcoma protuberans: Two case reports of a wide radical excision, craniectomy bone involvement followed by cranioplasty and reconstruction.",Surg Neurol Int,2023-12-17-22-03-00
28693264,PMC5494644,Dermatofibrosarcoma protuberans of the breast: A case report.,Oncol Lett,2023-12-17-22-03-00
28751990,PMC5511644,Dermal Substitutes Use in Reconstructive Surgery for Skin Tumors: A Single-Center Experience.,Int J Surg Oncol,2023-12-17-22-03-00
28905843,PMC5621282,Orbital dermatofibrosarcoma protuberans with frontal and ethmoid sinus involvement: A case report and brief review of literature.,Indian J Ophthalmol,2023-12-17-22-03-00
28971134,PMC5614636,Recurrent dermatofibrosarcoma protuberans treated with neoadjuvant imatinib mesylate followed by Mohs micrographic surgery.,JAAD Case Rep,2023-12-17-22-03-00
28977029,PMC5627939,Unforeseen clonal evolution of tumor cell population in recurrent and metastatic dermatofibrosarcoma protuberans.,PLoS One,2023-12-17-22-03-00
29026517,PMC5633650,Dermatofibrosarcoma protuberans coexisting in a patient with a vascular malformation-a rare coincidence.,J Surg Case Rep,2023-12-17-22-03-00
29204401,PMC5707850,Dermatofibrosarcoma Protuberans.,Indian Dermatol Online J,2023-12-17-22-03-00
29318761,PMC5888188,Suitability of the Cellient(TM) cell block method for diagnosing soft tissue and bone tumors.,Diagn Cytopathol,2023-12-17-22-03-00
29380813,PMC5819150,Comment on: Orbital dermatofibrosarcoma protuberans with frontal and ethmoid sinus involvement: A case report and brief review of literature.,Indian J Ophthalmol,2023-12-17-22-03-00
29380814,PMC5819151,Reply to comment on: Orbital dermatofibrosarcoma protuberans with frontal and ethmoid sinus involvement: A case report and brief review of literature.,Indian J Ophthalmol,2023-12-17-22-03-00
29387771,PMC5789519,Dermatofibrosarcoma protuberans in pediatric patients: A diagnostic and management challenge.,JAAD Case Rep,2023-12-17-22-03-00
29416224,PMC5789558,A Rare Case of Misdiagnosis: Recurrence of Dermatofibrosarcoma Protuberans That Was Treated Surgicallyas a Keloid.,Med Arch,2023-12-17-22-03-00
29483976,PMC5816309,Dermatofibrosarcoma Protuberans: Retrospective Single Center Analysis Over 16 Years.,Open Access Maced J Med Sci,2023-12-17-22-03-00
29492209,PMC5823585,EGFR is involved in dermatofibrosarcoma protuberans progression to high grade sarcoma.,Oncotarget,2023-12-17-22-03-00
29510612,PMC6333971,PTEN Mutation Identified in Patient Diagnosed with Simultaneous Multiple Cancers.,Cancer Res Treat,2023-12-17-22-03-00
29531869,PMC5837259,A Rare Case of Dermatofibrosarcoma Protuberans of the Thumb in an 80-year-old Woman.,Cureus,2023-12-17-22-03-00
29606823,PMC5839897,Recurrent Dermatofibrosarcoma Protuberans of Scalp in a Distant Location 10 Years after Primary Excision.,Ann Dermatol,2023-12-17-22-03-00
29723383,PMC5916409,An unusual variant of atrophic dermatofibrosarcoma protuberans.,An Bras Dermatol,2023-12-17-22-03-00
29760553,PMC5937482,A favorable outcome of advanced dermatofibrosarcoma protuberans under treatment with sunitinib after imatinib failure.,Onco Targets Ther,2023-12-17-22-03-00
29892662,PMC5993549,Lipofibromatosis-like neural tumor: Case report of a unique infantile presentation.,JAAD Case Rep,2023-12-17-22-03-00
29942467,PMC6007671,Management of dermatofibrosarcoma protuberans of the face using lower trapezius musculocutaneous pedicle flap reconstruction: a case report.,J Surg Case Rep,2023-12-17-22-03-00
30085879,PMC6223511,Advanced Dermatofibrosarcoma Protuberans Treatment With Imatinib: Experience From a Dedicated Sarcoma Medical Oncology Clinic in India.,J Glob Oncol,2023-12-17-22-03-00
30174720,PMC6113985,Recurrent dermatofibrosarcoma protuberans: challenging a surgeon's dexterity for the 'tricky' margins.,Ecancermedicalscience,2023-12-17-22-03-00
30210175,PMC6124234,Dermatofibrosarcoma Protuberans Secondary to a Decorative Tattoo: An Isotattootopic Response?,Indian J Dermatol,2023-12-17-22-03-00
30213241,PMC6137550,Collagen Features of Dermatofibrosarcoma Protuberans Skin Base on Multiphoton Microscopy.,Technol Cancer Res Treat,2023-12-17-22-03-00
30284581,PMC6201021,Histopathological pattern of skin cancer in Western region of Saudi Arabia. An 11 years experience.,Saudi Med J,2023-12-17-22-03-00
30364040,PMC6188857,Bednar Tumour Occurring after Malignant Melanoma Excision.,Case Rep Pathol,2023-12-17-22-03-00
30560187,PMC6289953,A green-brown plaque on the dorsal hand.,JAAD Case Rep,2023-12-17-22-03-00
30572555,PMC6320210,Reverse turnover pedicled latissimus dorsi muscle flap for lower back reconstruction: Two case reports.,Medicine (Baltimore),2023-12-17-22-03-00
30574232,PMC6294974,"No, it is not a third breast that grows!",Pan Afr Med J,2023-12-17-22-03-00
30613391,PMC6305242,Fibroblastic and myofibroblastic tumors of children: new genetic entities and new ancillary testing.,F1000Res,2023-12-17-22-03-00
30696463,PMC6350344,Role of postoperative radiotherapy in dermatofibrosarcoma protuberans: a propensity score-matched analysis.,Radiat Oncol,2023-12-17-22-03-00
30703718,PMC6351289,A case of aggressive giant dermatofibrosarcoma protuberance occurring in the parotid gland.,Int J Surg Case Rep,2023-12-17-22-03-00
30733992,PMC6357686,Dermatofibrosarcoma protuberans: A rare and devastating tumor of the vulva.,Gynecol Oncol Rep,2023-12-17-22-03-00
30775318,PMC6360829,Fibrosarcomatous dermatofibrosarcoma protuberans from scar following trauma.,Autops Case Rep,2023-12-17-22-03-00
30895068,PMC6400001,Surgical treatment of dermatofibrosarcoma protuberans on right face.,J Dent Sci,2023-12-17-22-03-00
30899608,PMC6414193,Abscopal Effect of Radiotherapy in Imatinib-resistant Dermatofibrosarcoma Protuberans.,Cureus,2023-12-17-22-03-00
30918552,PMC6430858,Dermatofibrosarcoma protuberans: clinicopathologic presentation in Nigerians.,Pan Afr Med J,2023-12-17-22-03-00
30999681,PMC6514765,"Advances in the Understanding of Skin Cancer: Ultraviolet Radiation, Mutations, and Antisense Oligonucleotides as Anticancer Drugs.",Molecules,2023-12-17-22-03-00
31007516,PMC6452754,"Rare Breast Malignancy Subtypes: A Cytological, Histological, and Immunohistochemical Correlation.",Niger J Surg,2023-12-17-22-03-00
31043173,PMC6495536,Nuclear TFE3 expression is a diagnostic marker for Desmoid-type fibromatosis.,Diagn Pathol,2023-12-17-22-03-00
31065362,PMC6488772,"""Deep"" vertical Mohs and closure with a tumor-free flap for dermatofibrosarcoma protuberans: A case report.",SAGE Open Med Case Rep,2023-12-17-22-03-00
31138233,PMC6540534,Dermatofibrosarcoma protuberans: surgical management of a challenging mesenchymal tumor.,World J Surg Oncol,2023-12-17-22-03-00
31448009,PMC6689845,Vulvar Darier-Ferrand dermatofibrosarcoma: unusual localization of a rare tumor.,Pan Afr Med J,2023-12-17-22-03-00
31469398,PMC6724159,"Perspectives of Patients With Dermatofibrosarcoma Protuberans on Diagnostic Delays, Surgical Outcomes, and Nonprotuberance.",JAMA Netw Open,2023-12-17-22-03-00
31522558,PMC6747849,Dermatofibrosarcoma Protuberans of the Breast in Man: An Extremely Rare Entity With a Review of the Literature.,J Investig Med High Impact Case Rep,2023-12-17-22-03-00
31636906,PMC6783656,Dermatofibrosarcoma protuberans associated with a hamartochondroma of the lung: Diagnostic discussion of a pulmonary nodule.,SAGE Open Med Case Rep,2023-12-17-22-03-00
31692830,PMC6815477,The efficacy of Mohs micrographic surgery over the traditional wide local excision surgery in the cure of dermatofibrosarcoma protuberans.,Pan Afr Med J,2023-12-17-22-03-00
31748754,PMC8138493,Dermatofibrosarcoma protuberans: a tumor in the wide spectrum of the bland-looking spindle cell lesions of the breast.,Pathologica,2023-12-17-22-03-00
31819815,PMC6884951,Dermatofibrosarcoma of the scalp.,Surg Neurol Int,2023-12-17-22-03-00
31852518,PMC6921555,Dermatofibrosarcoma protuberans - the use of neoadjuvant imatinib for treatment of an uncommon breast malignancy: a case report.,J Med Case Rep,2023-12-17-22-03-00
31893185,PMC6937461,"Is TLE1 Expression Limited to Synovial Sarcoma? Our Experience at Shifa International Hospital, Pakistan.",Cureus,2023-12-17-22-03-00
31921959,PMC6948258,COL1A1-PDGFB fusion uterine fibrosarcoma: A case report with treatment implication.,Gynecol Oncol Rep,2023-12-17-22-03-00
31934257,PMC6945386,The surgical management of a hypogastric dermatofibrosarcoma protuberans.,Pan Afr Med J,2023-12-17-22-03-00
31938642,PMC6952034,Frequency of Transducer-like Enhancer of Split 1 Immunohistochemical Expression in Synovial Sarcoma: An Institution-based Cross-sectional Study.,Cureus,2023-12-17-22-03-00
31965112,PMC8145669,Practical approach to diagnosis of bland-looking spindle cell lesions of the breast.,Pathologica,2023-12-17-22-03-00
32158839,PMC7061627,Dermatofibrosarcoma protuberans (DFSP) arising from a keloid scar - A case report.,JPRAS Open,2023-12-17-22-03-00
32305027,PMC7163292,Unmasking dermatofibrosarcoma protuberans: Case report of an atypical presentation complicated by post-surgical excision.,Int J Surg Case Rep,2023-12-17-22-03-00
32368290,PMC7196260,The Expression of Perilipin Family Proteins can be used as Diagnostic Markers of Liposarcoma and to Differentiate Subtypes.,J Cancer,2023-12-17-22-03-00
32509947,PMC7265059,Myxoid dermatofibrosarcoma protuberans treated with Mohs micrographic surgery.,JAAD Case Rep,2023-12-17-22-03-00
32516921,PMC7355835,Dermatofibrosarcoma Protuberans: Update on the Diagnosis and Treatment.,J Clin Med,2023-12-17-22-03-00
32537288,PMC7288881,Split-skin Paddle Anterolateral Thigh Flap for Reconstruction of Giant Dermatofibrosarcoma Protuberans in Groin.,Plast Reconstr Surg Glob Open,2023-12-17-22-03-00
32566457,PMC7275214,The Diagnostic and Clinical Significance of TFE3 Immunohistochemical Nuclear Expression in Solitary Fibrous Tumour.,Anal Cell Pathol (Amst),2023-12-17-22-03-00
32613051,PMC7317163,A case of congenital dermatofibrosarcoma protuberans in a 2-year-old child.,JAAD Case Rep,2023-12-17-22-03-00
32695354,PMC7364075,Patient with recurrence dermatofibrosarcoma protuberans: A case report.,Clin Case Rep,2023-12-17-22-03-00
32851219,PMC7331386,Pediatric atrophic dermatofibrosarcoma protuberans.,Pediatr Investig,2023-12-17-22-03-00
32864249,PMC7450883,Resection and Reconstructive Options in the Management of Dermatofibrosarcoma Protuberans of the Head and Neck.,Cureus,2023-12-17-22-03-00
32883548,PMC7672393,Tumor in the plantar region: dermatofibrosarcoma protuberans in an infrequent topography.,An Bras Dermatol,2023-12-17-22-03-00
32922535,PMC7477421,Ski mediates TGF-β1-induced fibrosarcoma cell proliferation and promotes tumor growth.,J Cancer,2023-12-17-22-03-00
32994920,PMC7505413,Reconstruction of facial dermatofibrosarcoma protuberans using an anterolateral thigh flap: a case report and literature review.,J Surg Case Rep,2023-12-17-22-03-00
32995431,PMC7508898,Dermatofibrosarcoma protuberans with fibrosarcomatous transformation: A tale of unbridled expansion.,JAAD Case Rep,2023-12-17-22-03-00
33011661,PMC7533289,An oral presentation of dermatofibromasarcoma protuberans with literature review: A case report.,Int J Surg Case Rep,2023-12-17-22-03-00
33047078,PMC7540178,Dermatofibrosarcoma Protuberans Found Within Procedural Scars: A Retrospective Review at a Tertiary Referral Cancer Center.,Cureus,2023-12-17-22-03-00
33088558,PMC7562886,A Bednar tumor in a healthy woman.,Clin Case Rep,2023-12-17-22-03-00
33091330,PMC7982062,The Ki-67 proliferation index predicts recurrence-free survival in patients with dermatofibrosarcoma protuberans.,Bosn J Basic Med Sci,2023-12-17-22-03-00
33110655,PMC7574798,Dermatofibrosarcoma Protuberans Mimicking Primary Breast Neoplasm: A case report and literature review.,Sultan Qaboos Univ Med J,2023-12-17-22-03-00
33140441,PMC8246961,Dermatofibrosarcoma protuberans: slowly gathering evidence for optimal treatment of a slow-growing tumour.,Br J Dermatol,2023-12-17-22-03-00
33165359,PMC7640793,A Clinicohistopathological Analysis of Cutaneous Fibrous Histiocytomas of the Finger.,Indian J Dermatol,2023-12-17-22-03-00
33207424,PMC7596008,A synchronous presentation of malignant melanoma and dermatofibrosarcoma protuberans in a Nigerian female: A case report.,Int J Surg Case Rep,2023-12-17-22-03-00
33224981,PMC7671798,"A Rare Malignant Disease, Dermatofibrosarcoma Protuberans of the Breast: A Retrospective Analysis and Review of Literature.",Biomed Res Int,2023-12-17-22-03-00
33426215,PMC7770351,Dermatofibrosarcoma protuberans arising in post-mastectomy irradiated breast after autologous fat-transfer reconstruction.,Regen Ther,2023-12-17-22-03-00
