pmcid,label,caption,graphic,disease,modality
PMC2881068,Figure 3,Magnetic resonance imaging showed a large tumor in the inferior-posterior wall of the heart. (A) Frontal cross section. Size: 7.5 cm. (B) Horizontal cross section. Size: 9 cm. (C) Sagittal cross section. Size: 6.5 cm.,1746-1596-5-2-3,NotMatch,NotMatch
PMC2881068,Figure 4,Autopsy specimen showing a tumor in the heart.,1746-1596-5-2-4,NotMatch,NotMatch
PMC2905584,Fig. 1,Photograph of the cut open tumor mass measuring 10 × 7 × 6 cm with solid grey-white and hemorrhagic areas.,crn0002-0069-f01,NotMatch,NotMatch
PMC2905584,Fig. 2,"Pictomicrograph showing hypocellular areas of the tumor with spindle cells having wavy nucleus, thick-walled blood vessels, perivascular accentuation of tumor cells and few rhabdomyoblasts. H&E, ×200.",crn0002-0069-f02,NotMatch,Match
PMC2905584,Fig. 3,"Pictomicrograph of the tumor showing both elongated and rounded rhabdomyoblastic cells. H&E, ×400.",crn0002-0069-f03,NotMatch,Match
PMC2994463,Figure 1,Abdominal mass. (A) Fascicular spindle cell component; (B) epithelioid component with prominent nucleoli; (C) strong and diffuse immunoreactivity for S-100 protein in the epithelioid component; (D) uniform staining for HMB-45 in the epithelioid component; (E) rhabdomyoblasts in areas of rhabdomyosarcomatous heterologous differentiation; (F) strong and diffuse immunoreactivity for desmin in rhabdomyoblasts. ,rt-2009-2-e26-g001,NotMatch,NotMatch
PMC2994463,Figure 2,"Metastasis to brain. (A) Epithelioid neoplasm similar in appearance to the primary neoplasm shown in Figure 1B, (B) immunohistochemistry showing positivity for Melan-A.",rt-2009-2-e26-g002,NotMatch,NotMatch
PMC2809821,Figure 1,"Expression of the PAX/EYA/SIX/DACH transcriptional complex is dysregulated in MPNST(a) Hierarchical clustering of gene expression microarray data of PAX, EYA, SIX, and DACH genes family members. EYA4, SIX1, and PAX6 expression in MPNST are statistically (ANOVA; FDR=.01) different from normal Schwann cells or neurofibroma samples. MPNST samples expressed, on average, at least three-fold higher levels of each mRNA relative to neurofibroma samples or normal Scwann cells. MPNST samples (n=6 primary MPNSTs; n=13 MPNST cell lines). Yellow = normal; Red = overexpression; Blue = underexpression. DACH1 expression is down-regulated in MPNST cell lines and the majority of benign neurofibroma samples. (b) Confirmation of microarray gene expression data for PAX6, SIX1, EYA4, and DACH1 using quantitative real time PCR (QRT-PCR). Black bars = microarray data; White bars = QRT-PCR data. QRT-PCR values shown are fold-change in expression relative to normal human Schwann cells (N). Samples 1 – 8 are MPNST cell lines: 1 = STS26T; 2 = ST8814; 3 = S462; 4 = T265; 5 = S520; 6 = 90-8; 7 = 88-3; 8 = YST1.",nihms147983f1,NotMatch,NotMatch
PMC2809821,Figure 2,"The NF1-GRD normalizes DACH1 expression(a) Gene expression microarray data of normal human Schwann cells (NHSC), and ST8814 NF1 patient-derived MPNST cells (control) infected with an adenoviral vector expressing GFP (Vector) or the NF1-GRD (GRD). Samples were analyzed in triplicate, and expression is shown relative to the mean of the NHSC samples. Yellow = normal; Red = overexpression; Blue = underexpression. (b) The microarray expression data for the three DACH1 probesets designated by the * in (a) is expressed as fold-change relative to NHSC, showing normalization of DACH1 expression by the NF1-GRD. (c) The NF1-GRD adenovirus blocks Ras/Map-kinase signaling in ST8814 MPNST cells. Ras-GTP was measured in cell lysates after control (Vector) or GRD infection. Ras-GTP, phospo-MEK and phospho-ERK protein levels were each diminished in the presence of the NF1-GRD. (d) Quantification of NF1-GRD effects on DACH1 expression in ST8814 MPNST cells in the gene expression microarray. (e) Confirmation of increased levels of DACH1 expression in response to the NF1-GRD at 18, 24, and 32 hours post-infection using QRT-PCR. Values are fold-change in expression relative to adenoviral vector control.",nihms147983f2,NotMatch,NotMatch
PMC2809821,Figure 3,"Reducing EYA4 expression with shRNA inhibits cell adhesion and migration(a) EYA4 protein is expressed in MPNST cell lines (STS26T, ST8814, S462, T265) but not normal human Schwann cells (NHSC), assessed by western blotting. Staining with anti-actin confirmed equal amounts of protein across samples. (b, c) EYA4 expression in S462TY MPNST cells is reduced subsequent to introduction of shEYA4 RNAs (4.3, 4.4, 4.5, 4.7). Data are shown for level of RNA using QRT-PCR (b) and protein by western blotting with anti-EYA4 or an anti-AKT loading control (c). (d) Phase contrast micrographs of living S462TY cells at day 0 (d0) and day 4 (d4). Fewer S462TY cells containing shEYA4 shRNAs attach to dishes, correlating with decreased cell numbers at day 4. (e) Adhesion assay of S462TY cells containing control or shEYA4 cells. Significantly fewer cells remain attached (*p<0.05) in the presence of EYA4 shRNAs (4.3, 4.7) relative to control shRNA. (f) Migration of S462TY MPNST cells through transwell filters is significantly reduced (*p<0.05; **p<0.01) in the presence of EYA4 shRNAs (4.3, 4.4, 4.5). Values are expressed as percent migration relative to control shRNA.",nihms147983f3,NotMatch,NotMatch
PMC2809821,Figure 4,"Reducing EYA4 expression causes MPNST cell death by necrosisshControl (a, b), MPNST-shEYA4.7 (c, d), or MPNST-shEYA4.3 (e,f) cells were fixed and stained with propidium iodide. Flow cytometry analysis of forward scatter (FSC) and side scatter (SSC) in linear amplification was performed along cell cycle analysis are shown in a, c, and e. Identification of the Ao (apoptotic), Go/G, S, and G2/M peaks are shown in b, d, and f. (g) Quantification of cell cycle shows no differences in control or shEYA4.7 or 4.3 cells. (h) A 10% increase in light side scatter mean channel is shown in cells expressing shEYA44.3 or 4.7 as compared to control.",nihms147983f4,NotMatch,NotMatch
PMC2809821,Figure 5,"Reducing EYA4 expression inhibits tumorigenesis(a) Gross photographs of nude mice tumors. Black arrows point to flank tumors in mice injected with MPNST cells expressing sh-scramble or shEYA4.3, 4.5, or 4.7. (b) Quantification of tumor volume over time. (c) QRT-PCR showing persistent EYA4 downregulation in small tumors dissected from two mice 59 days after implantation with shEYA44.3, to control for possible loss of shEYA4 expression. (d, f, h, j, l) are photomicrographs of control, and (e, g, i, k, m) are of shEya4.3 tumors (d,e) Low power views of hematoxylin-eosin stain of control (d) tumor and the smaller shEya (e) tumors (40×). The shEya tumor exhibits disproportionate necrosis. ( f, g) Higher power views of each tumor. Larger amounts of necrosis in shEya tumor (f) compared to control (scramble) tumor (g) is apparent (100×). Ki67 stains of control (h) and shEya (i) tumors exhibiting similar degree of proliferation. (400×). Tunel assay of control (j) and shEya (k) tumors exhibiting similar degrees of apoptosis (400×). CD31 stain of control (l) and ShEya (m) tumors exhibiting similar vascularity (400×).",nihms147983f5,NotMatch,NotMatch
PMC2994481,Figure 1,Abdominal computed tomography showing a huge tumor occupying the left retroperitoneal space and a metastatic mass in the left psoas muscle (arrows).,rt-2009-2-e27-g001,NotMatch,NotMatch
PMC2994481,Figure 2,"Multiplanar reformation images revealed lateral depression of the abdominal aorta by the main tumor (arrow heads), and numerous metastatic lesions between the left psoas muscle and the left thigh, with dissolution of the left hip joint (arrows).",rt-2009-2-e27-g002,NotMatch,NotMatch
PMC2994481,Figure 3,"At laparotomy, a well-capsulated tumor was found occupying the left abdomen.",rt-2009-2-e27-g003,NotMatch,NotMatch
PMC2994481,Figure 4,"(A) Spindle-shaped cells showing dense proliferation and forming storiform structures (H-E stain, ×200), (B) staining for desmin was strongly positive in the area of MTT (peroxidase-antiperoxidase technique, ×100).",rt-2009-2-e27-g004,NotMatch,Match
PMC3070674,Figure 1,"Preoperative imaging findings. A) CT scan shows a large, well-circumscribed, lobulated mass in the pelvis. The central region of the mass appears to have low density, while the marginal region is well enhanced. B) FDG-PET/CT shows a mass with increased FDG accumulation in the right lower abdomen, without any evidence of distant metastasis.",1477-7819-9-33-1,NotMatch,NotMatch
PMC3070674,Figure 2,The tumor arises from the greater omentum and is not connected with the gastrointestinal tract.,1477-7819-9-33-2,NotMatch,NotMatch
PMC3070674,Figure 3,"Macroscopically, the tumor is whitish grey and is relatively firm and solid.",1477-7819-9-33-3,NotMatch,NotMatch
PMC3070674,Figure 4,"Microscopic analysis (A: hematoxylin-eosin (HE) stain; B, C, D, E, F: immunohistochemical analysis). A: Spindle cells arranged in intersecting fascicles and polygonal cells arranged in sheets grow infiltrating. The cellular nuclei are polygonal (bulky, roundish, and irregular), and the tumor cells show 150 mitoses per 50 high-power fields (HE stain; magnification, ×20). B, C, D, E, F: Immunohistochemical images show positive staining of tumor cells for S-100 but negative staining for c-kit, α-SMA, desmin, and CD34. (B: S-100, C: c-kit, D: α-SMA, E: desmin, F: CD34)",1477-7819-9-33-4,NotMatch,NotMatch
PMC3056624,Figure 1 (A– D),"Diagrammatic representation (A) of the anatomy of the brachial plexus, with the musculoskeletal and vascular landmarks indicated by three interrupted lines: A — sagittal plane that intersects the interscalene triangle, B — sagittal plane through the lateral margin of the first rib, and C — sagittal plane of the coracoid process. (m, muscle; n, nerve). Axial (B) and sagittal (C), T1W images of the plexus in the interscalene triangle. The anterior and middle scalene muscles are the boundaries of the interscalene triangle and act as useful radiological landmarks for locating the roots and trunks (arrows) of the brachial plexus that lie within the triangle. (sa: scalenus anterior; sm: scalenus medius.) Oblique coronal T1W image (D) shows the roots (R), trunks (T), divisions (D), and cords (C) of the right brachial plexus. A — Reprinted from Neuroimaging Clinics of North America, 14(1), Bowen BC, Pattany PM, Saraf-Lavi E, and Maravilla KR, The brachial plexus: normal anatomy, pathology, and MR imaging, page 27, Copyright 2004. With permission from Elsevier",IJRI-20-274-g001,NotMatch,NotMatch
PMC3056624,Figure 2,"Sagittal T2W image through the axilla showing the relationship of the cords to the vessels. In the axilla, the three cords are identified posterosuperior to the vessels. (SCA: subclavian artery; SCV: subclavian vein)",IJRI-20-274-g002,NotMatch,NotMatch
PMC3056624,Figure 3 (A– C),"The surgical anatomy is based on the relationship of the brachial plexus to the clavicle. Intraoperative photographs show the supraclavicular (A), retroclavicular (B), and infraclavicular (C) portions of the brachial plexus. (Photograph courtesy: Ketan Desai, Department of Neurosurgery, Seth GS Medical College and KEM Hospital) (UT: upper trunk; MT: middle trunk; LT: lower trunk; AD: anterior division; PD: posterior division; scn: suprascapular nerve; PC: posterior cord; LC: lateral cord; MC: medial cord; an: axillary nerve, and aa: axillary artery)",IJRI-20-274-g003,NotMatch,NotMatch
PMC3056624,"Figure 4 (A,B)","A 57-year-old male with histopathologically proven malignant schwannoma. Preoperative coronal T1W MRI (A) shows a well-marginated. low-signal-intensity solid mass (arrow) arising from the plexus. The corresponding intraoperative photograph (B) shows the tumor (arrow) seen after dividing the clavicle. The mass splays the lateral and posterior cords. (Photograph courtesy: Ketan Desai, Department of Neurosurgery, Seth GS Medical College and KEM Hospital)",IJRI-20-274-g004,NotMatch,NotMatch
PMC3056624,"Figure 5 (A, B)","A 59-year-old male with neurofibrosarcoma involving the right brachial plexus. Coronal STIR (A) image shows a large heterogeneous, predominantly hyperintense, mass arising from the right brachial plexus (arrows). Focal linear low-signal septae are seen within. Contrast-enhanced, fat-suppressed, axial (B) image shows the mass enhancing intensely; it is dumbell-shaped, with a small intraspinal component that indents the thecal sac, and a large paravertebral component",IJRI-20-274-g005,NotMatch,NotMatch
PMC3056624,"Figure 6 (A, B)","A 60-year-old male with Pancoast tumor. Coronal T2W (A) image shows a tumor of the apex of the left lung extending into the supraclavicular fossa to involve the trunks and divisions of the left brachial plexus (arrow). The mass is solid, with an intermediate T2 signal. The Sagittal T2W (B) image shows the anterosuperior component of the mass involving the divisions of the brachial plexus (arrowhead) posterosuperior to the subclavian vessels. The mass abuts the left subclavian artery (arrow)",IJRI-20-274-g006,NotMatch,NotMatch
PMC3056624,"Figure 7 (A, B)",A 62-year-old male with a soft tissue sarcoma of the chest wall and axilla. The coronal STIR (A) and axial T2W (B) images show a hyperintense mass that infiltrates the cords of the brachial plexus with encasement of the axillary vessels (arrow),IJRI-20-274-g007,NotMatch,NotMatch
PMC3056624,"Figure 8 (A, B)","A 43-year-old female with metastatic breast cancer. Axial fat-suppressed, contrast-enhanced T1W (A) image shows abnormal enhancing soft tissue metastases along the right anterior chest wall, partially encasing the trunks of the right brachial plexus (arrowheads). Also seen in this image are bilateral enhancing pulmonary metastases (arrows). The abnormal perineural soft tissue (arrow) extends into the axilla, encasing the divisions and cords of the plexus, as seen on the sagittal fat-suppressed T1W image (B)",IJRI-20-274-g008,NotMatch,NotMatch
PMC3056624,"Figure 9 (A, B)","A 71-year-old male with buccal squamous cell carcinoma and supraclavicular lymph node metastasis. The coronal T1W (A) image shows a low-signal-intensity metastatic lymph nodal mass compressing the trunks, divisions, and cords of the right brachial plexus (arrow). On the corresponding coronal T2W (B) image, the mass shows high intensity (arrow)",IJRI-20-274-g009,NotMatch,NotMatch
PMC3056624,"Figure 10 (A, B)",A 50-year-old-male with lymphoma. Coronal STIR (A) image shows a large multilobulated nodal mass involving the right brachial plexus (arrow). Sagittal T2W (B) image shows the lymph nodal mass encasing the divisions of the brachial plexus and the adjacent subclavian artery and vein (arrow),IJRI-20-274-g010,NotMatch,NotMatch
PMC3056624,"Figure 11 (A,B)",A 52-year-old-male with biopsy-proven neurolymphomatosis. Coronal (A) and axial (B) STIR images show thickening and increased signal in the left brachial plexus (arrows),IJRI-20-274-g011,NotMatch,NotMatch
PMC3056624,"Figure 12 (A,B)","A 60-year-old female presenting with right upper limb weakness 18 months after radiation therapy for breast cancer. Coronal fat-suppressed T2W image (A) shows radiation plexopathy appearing as an abnormal thickening, and increased signal in the right brachial plexus (arrow). Sagittal T1W image (B) shows radiation-induced fat marrow replacement in the cervical vertebrae (arrows)",IJRI-20-274-g012,NotMatch,NotMatch
PMC3086164,Figure 1,"Schematic view after typical thoracic laminectomy, right facetectomy and costotransversectomy. A = paraspinal tumor; B = cut end of rib; C = compressed thecal sac; D = intraspinal tumor",SNI-2-31-g002,NotMatch,NotMatch
PMC3086164,Figure 2,Right T1 dumbell tumor (dashed outline) showing paraspinal tumor eroding the rib (white arrow) and intraspinal tumor component (black arrow) (example 1),SNI-2-31-g003,NotMatch,NotMatch
PMC3086164,Figure 3,MRI (T2 weighted) axial view of same tumor as in Figure 2 (example 1),SNI-2-31-g004,NotMatch,NotMatch
PMC3086164,Figures 4,"(a and b) Postoperative lateral and anteroposterior X-ray views showing C6 lateral mass, C7-T3 pedicle rod-screw instrumentation (same patient as in Figure 2 and 3; example 1)",SNI-2-31-g005,NotMatch,NotMatch
PMC3086164,Figure 5a,Axial view on CT scan showing spinal and paraspinal components (arrows) (example 2),SNI-2-31-g006,NotMatch,NotMatch
PMC3086164,Figure 5b,Coronal view on CT scan of the same tumor (example 2),SNI-2-31-g007,NotMatch,NotMatch
PMC3086164,Figure 6,Multicompartment dumbbell tumor on MRI (axial T2W image (example 2),SNI-2-31-g008,NotMatch,NotMatch
PMC3086164,Figure 7,Intraoperative CT showing right pedicle blunt pin in situwhich was replaced with screw after tumor removal (arrow) (example 2),SNI-2-31-g009,NotMatch,NotMatch
PMC3086164,Figure 8,"Postlaminectomy, costotransversectomy view (black arrow) of spinal extradural tumor (black outline) (example 2)",SNI-2-31-g010,NotMatch,NotMatch
PMC3086164,Figures 9,"(a and b) Postoperative follow-up X-ray AP and lateral views showing T11, T12, L1, L2 spinal instrumentation with normal alignment (example 2)",SNI-2-31-g011,NotMatch,NotMatch
PMC3229054,Fig. 1,"A solitary, well-defined sessile black tumor measuring 3×4 cm with a granulating protrusion in the central area of the right forearm.",ad-23-S155-g001,NotMatch,NotMatch
PMC3229054,Fig. 2,"An ulcerated tumor nodule showed neoplastic proliferation of polygonal cells with rhabdoid features and scattered melanin pigments (H&E, ×40).",ad-23-S155-g002,NotMatch,Match
PMC3229054,Fig. 3,"Tumor cells exhibited eosinophilic cytoplasm displacing a round eccentric vesicular nucleus with a prominent central nucleolus and a large intracytoplasmic hyalin inclusion (arrows) (H&E, ×400).",ad-23-S155-g003,NotMatch,Match
PMC3229054,Fig. 4,"Immunohistochemically, the neoplastic cells were positive for vimentin (A), S100 (B), Fontana-Masson silver (C) and HMB-45 (D), and negative for smooth muscle actin (E), CD68 (F), CD34 (G), CD99 (H), synaptophysin (I), desmin (J), and PAS (K). Vimentin staining showed intense, diffuse, and globular perinuclear accentuations (A) (A~D: H&E, ×400, E~K: H&E, ×200).",ad-23-S155-g004,NotMatch,Match
PMC3269400,Figure 1,"Schema of the NF1 gene region and relative extents of the different deletion types. The 14 genes located within the NF1 gene region, and included within the type-1 deletion region, are indicated by horizontal arrows. The direction of each arrow denotes the transcriptional orientation of the corresponding gene. The relative locations of the low-copy repeats, termed NF1-REPa, NF1-REPb and NF1-REPc are also indicated by vertical bars. Cen, centromeric; tel, telomeric.",1752-1947-5-577-1,NotMatch,NotMatch
PMC3269400,Figure 2,"Whole body MRI of our first patient indicated a superficial plexiform neurofibroma (pn) of the left calf (A, B) and an internal plexiform neurofibroma above the right ankle (C).",1752-1947-5-577-2,NotMatch,NotMatch
PMC3269400,Figure 3,"(A) Funnel chest and cutaneous neurofibromas on the trunk of our second patient, and multiple subcutaneous neurofibromas on the back of our patient (B).",1752-1947-5-577-3,NotMatch,NotMatch
PMC3269400,Figure 4,"Internal tumor load of our second patient. Whole body MRI (A) indicated multiple tumors along the lumbar nerves (ln), the sciatic nerves (sn) and within the lumbar plexus (lp). Nodular neurofibromas (nd) were also detected. A coronal image of his head (B) indicated multiple spinal neurofibromas (sp), which were also detected on MRI images of his trunk (C) as well as neurofibromas within the brachial plexus (bp) and along the intercostal nerves (in). MRI also showed a high tumor density in the lesser pelvis of our patient (D), including a malignant peripheral nerve sheath tumor (MPNST) as confirmed by positron emission tomography - computed tomography (PET-CT) (E).",1752-1947-5-577-4,Match,NotMatch
PMC3299187,Figure 1, Multiple cafe-au-lait spots scattered over the patient's entire body. ,jocmr-01-233-g001,NotMatch,NotMatch
PMC3299187,Figure 2, Abdominopelvic Computed Tumography shows a large mass in the right side of abdominal cavity. ,jocmr-01-233-g002,NotMatch,NotMatch
PMC3299187,Figure 3, Magnetic Resonance Imaging shows huge heterogeneously enhancing mass with some necrotic foci which has filled the abdominal and pelvic cavities. ,jocmr-01-233-g003,NotMatch,NotMatch
PMC3125655,Figure 1,Cutaneous nodules distributed over the entire body. Note the large pigmented macule in the right chest,JOMFP-15-46-g001,NotMatch,NotMatch
PMC3125655,Figure 2,Cutaneous nodules on the face. Facial asymmetry due to the intraoral swelling can also be appreciated,JOMFP-15-46-g002,NotMatch,NotMatch
PMC3125655,Figure 3,Chest radiograph showing the right mediastinal tumor,JOMFP-15-46-g003,NotMatch,NotMatch
PMC3125655,Figure 4,"Spiral CT chest showing a large, well-defined soft tissue density mass lesion in the posterior aspect of the right upper hemithorax. The lesion is found to be extending to the chest wall with erosion of right upper ribs",JOMFP-15-46-g004,NotMatch,NotMatch
PMC3125655,Figure 5,MRI of the thoracic spine sagittal T1 T2 level showing a large mass in the right thorax of which the medial border is adjacent to the thoracic vertebra. No evidence of vertebral encasement or intraspinal extension seen,JOMFP-15-46-g005,NotMatch,NotMatch
PMC3125655,Figure 6,"Lobulated, dumbbell shaped mass extending into the buccal vestibule and the palate, causing displacement of 16",JOMFP-15-46-g006,NotMatch,NotMatch
PMC3125655,Figure 7,Orthopantamograph and IOPA radiograph showing bone loss in relation to 16 and 17,JOMFP-15-46-g007,NotMatch,NotMatch
PMC3125655,Figure 8,"Alternating fascicles of hypercellular and hypocellular areas arranged in a streaming pattern (H and E, 20×)",JOMFP-15-46-g008,NotMatch,NotMatch
PMC3125655,Figure 9,"Atypical spindle cells showing pleomorphic, wavy nuclei and indistinct cytoplasm (H and E, 40×)",JOMFP-15-46-g009,NotMatch,NotMatch
PMC3125655,Figure 10,"Vascular changes in MPNST. Sub-endothelial proliferation of tumor cells and herniation of tumor cells into the vessels (H and E, 40×)",JOMFP-15-46-g010,NotMatch,NotMatch
PMC3125655,Figure 11,"Vascular changes in MPNST. Proliferation of small vessels on the large vessel walls can be seen (H and E, 40×)",JOMFP-15-46-g011,NotMatch,NotMatch
PMC3125655,Figure 12,"Areas resembling neurofibroma (H and E, 20×)",JOMFP-15-46-g012,NotMatch,NotMatch
PMC3125655,Figure 13,"Areas of necrosis (H and E, 20×)",JOMFP-15-46-g013,NotMatch,NotMatch
PMC3438054,Figure 1,"Microscopically, the tumor was composed of spindle cells with wavy nucleus and scattered or focal large cells which were rounded or elongated with abundant deep eosinophilic cytoplasm.Cross striations were found in few of them. Mitotic figures were scarce in the cellular areas. A, ×200; B, ×200; C, ×200; D, ×400.",1746-1596-7-43-1,NotMatch,NotMatch
PMC3438054,Figure 2,"Immunohistochemically, the spindle cells were positive for S-100 protein (A, ×200; B, ×200 ), and the large cells were positive for desmin (C, ×200) and myoglobin (D, ×200).",1746-1596-7-43-2,NotMatch,NotMatch
PMC3350304,Figure 1,Preoperative view showing an enlarging mass in the third web space.,CRIM.ONCMED2011-705345.001,NotMatch,NotMatch
PMC3350304,Figure 2,Preoperative positron emission tomography. (a) Abnormal uptake involving the affected foot. (b) No abnormal uptake was observed except left inguinal region.,CRIM.ONCMED2011-705345.002,NotMatch,NotMatch
