pmid,pmcid,title,journal,insert_time,has_targz
29085769,PMC5660631,Subcutaneous Panniculitis-Like T-Cell Lymphoma Presenting as a Local Inflammation of a Thigh in an 8-Month-Old Child.,European J Pediatr Surg Rep,2023-12-17-22-07-51,True
29892661,PMC5993551,The coexistence of lupus erythematosus panniculitis and subcutaneous panniculitis-like T-cell lymphoma in the same patient.,JAAD Case Rep,2023-12-17-22-07-51,True
30431571,PMC6257464,Relapsed subcutaneous panniculitis-like T cell lymphoma evaluated by FDG PET/CT: A clinical case report.,Medicine (Baltimore),2023-12-17-22-07-51,True
30923630,PMC6419468,Diagnosis of acquired generalized lipodystrophy in a single patient with T-cell lymphoma and no exposure to Metreleptin.,Clin Diabetes Endocrinol,2023-12-17-22-07-51,True
31007821,PMC6457733,[Macrophage activation syndrome revealing subcutaneous T-cell lymphoma in a 16-year old adolescent].,Pan Afr Med J,2023-12-17-22-07-51,True
31311562,PMC6636044,Panniculitis-like T-cell-lymphoma in the mesentery associated with hemophagocytic syndrome: autopsy case report.,Diagn Pathol,2023-12-17-22-07-51,True
31933563,PMC6945357,Positron emission tomography-computed tomography in subcutaneous panniculitis-like T-cell lymphoma.,World J Nucl Med,2023-12-17-22-07-51,True
31978091,PMC6980583,Non-mycosis fungoides cutaneous lymphomas in a referral center in Taiwan: A retrospective case series and literature review.,PLoS One,2023-12-17-22-07-51,True
32140447,PMC7042375,Primary Cutaneous Gamma-Delta T-Cell Lymphoma With Long-Term Indolent Clinical Course Initially Mimicking Lupus Erythematosus Profundus.,Front Oncol,2023-12-17-22-07-51,True
32257679,PMC7105265,A Case of Atypical Lymphocytic Lobular Panniculitis.,Cureus,2023-12-17-22-07-51,True
33080699,PMC7571882,Familial aggregation of subcutaneous panniculitis-like T cell lymphoma: A case report of monozygotic twin brothers.,Medicine (Baltimore),2023-12-17-22-07-51,True
33294555,PMC7701033,Complete response to romidepsin as monotherapy in treatment-resistant subcutaneous panniculitis-like T-cell lymphoma.,JAAD Case Rep,2023-12-17-22-07-51,True
33331177,PMC7750743,Hemophagocytic Lymphohistiocytosis as the Initial Presentation of Subcutaneous Panniculitis-Like T-Cell Lymphoma: A Rare Case Responding to Cyclosporine A and Steroids.,J Investig Med High Impact Case Rep,2023-12-17-22-07-51,True
33362504,PMC7747046,"A Longstanding, Persistent and Recurrent Case of Cryptogenic Panniculitis.",Case Rep Dermatol,2023-12-17-22-07-51,True
33428607,PMC7810289,A Rare Case of Subcutaneous Panniculitis-Like T Cell Lymphoma with Hemophagocytic Lymphohistiocytosis Mimicking Cellulitis.,Am J Case Rep,2023-12-17-22-07-51,True
33748238,PMC7953407,Subcutaneous panniculitis-like T-cell lymphoma invading central nervous system in long-term clinical remission with lenalidomide: A case report.,World J Clin Cases,2023-12-17-22-07-51,True
33816243,PMC8013729,Single-Cell RNA-seq Reveals Characteristics of Malignant Cells and Immune Microenvironment in Subcutaneous Panniculitis-Like T-Cell Lymphoma.,Front Oncol,2023-12-17-22-07-51,True
33845613,PMC8059039,Chidamide induces long-term remission in rare subcutaneous panniculitis-like T-cell lymphoma: An unusual case report and literature review.,Int J Immunopathol Pharmacol,2023-12-17-22-07-51,True
34235215,PMC8216793,Primary Cutaneous Lymphomas in Thailand: A 10-Year Retrospective Study.,Biomed Res Int,2023-12-17-22-07-51,True
34277404,PMC8281960,"Report of Eleven Patients of Subcutaneous Panniculitis-Like T-Cell Lymphoma: Clinicopathologic Features, (18)F-FDG PET/CT Findings and Outcome.",Front Oncol,2023-12-17-22-07-51,True
34535012,PMC8945616,Genetic profiles of subcutaneous panniculitis-like T-cell lymphoma and clinicopathological impact of HAVCR2 mutations.,Blood Adv,2023-12-17-22-07-51,True
34584921,PMC8452784,Diffuse painful erythema on right thigh.,JAAD Case Rep,2023-12-17-22-07-51,True
35045660,PMC8763599,[PD-1 monoclonal antibody combined with chemotherapy in the treatment of subcutaneous panniculitis-like T-cell lymphoma: a case report and literature review].,Zhonghua Xue Ye Xue Za Zhi,2023-12-17-22-07-51,True
35076507,PMC8788415,Lack of PRAME Expression in Cutaneous T-Cell Lymphomas.,Dermatopathology (Basel),2023-12-17-22-07-51,True
35198209,PMC8841027,Subcutaneous panniculitis-like T-cell lymphoma in a young girl presenting with periorbital edema and fever: A case report.,Clin Case Rep,2023-12-17-22-07-51,True
35299754,PMC8923658,"Critical Role of Flow Cytometric Immunophenotyping in the Diagnosis, Subtyping, and Staging of T-Cell/NK-Cell Non-Hodgkin's Lymphoma in Real-World Practice: A Study of 232 Cases From a Tertiary Cancer Center in India.",Front Oncol,2023-12-17-22-07-51,True
35645229,PMC9149953,Primary Cutaneous Gamma-Delta T-Cell Lymphoma Initially Diagnosed as Subcutaneous Panniculitis-like T-Cell Lymphoma with Dermatomyositis.,Dermatopathology (Basel),2023-12-17-22-07-51,True
35727606,PMC9631577,"Koh J, Jang I, Mun S, et al. Genetic profiles of subcutaneous panniculitis-like T-cell lymphoma and clinicopathological impact of HAVCR2 mutations. Blood Adv. 2021;5(20):3919-3930.",Blood Adv,2023-12-17-22-07-51,True
35950145,PMC9294926,Nonhealing Ulcers with Rimming of the Adipose Tissues.,Case Rep Dermatol,2023-12-17-22-07-51,True
35966352,PMC9364717,Subcutaneous panniculitis-like T-cell lymphoma after COVID-19 vaccination.,JAAD Case Rep,2023-12-17-22-07-51,True
36107521,PMC9439810,CD20-positive subcutaneous panniculitis-like T-cell lymphoma presenting as polycranial neuropathy: A CARE-compliant case report and literature review.,Medicine (Baltimore),2023-12-17-22-07-51,True
36171125,PMC10258092,Subcutaneous Panniculitis-like T-cell Lymphoma with a HAVCR2 Mutation Diagnosed after 10 Years of Treatment with Glucocorticoids and Cyclosporine as Lupus Panniculitis.,Intern Med,2023-12-17-22-07-51,True
36212426,PMC9539911,A novel germline HAVCR2 (TIM-3) compound heterozygous mutation is related to hemophagocytic lymphohistiocytic syndrome in EBV-positive peripheral T-cell lymphoma (NOS) with down-regulated TIM-3 signaling.,Front Oncol,2023-12-17-22-07-51,True
36466756,PMC9710456,Subcutaneous Panniculitis-like T-Cell Lymphoma with a Transformation to Lupus Erythematosus Panniculitis: A Case Report.,Case Rep Dermatol,2023-12-17-22-07-51,True
36503528,PMC9743713,A retrospective study of 18 children with subcutaneous panniculitis-like T-cell lymphoma: multidrug combination chemotherapy or immunomodulatory therapy?,Orphanet J Rare Dis,2023-12-17-22-07-51,True
36605220,PMC9808134,Recalcitrant Subcutaneous Panniculitis-Like T-Cell Lymphoma Responsive to Histone Deacetylase Inhibitor.,Case Rep Oncol,2023-12-17-22-07-51,True
36660620,PMC9843430,A case report and literature review: subcutaneous panniculitis-like T-cell lymphoma with liver failure as the main manifestation.,Ann Transl Med,2023-12-17-22-07-51,True
36676781,PMC9861188,Non-Hodgkin Lymphoma Developed Shortly after mRNA COVID-19 Vaccination: Report of a Case and Review of the Literature.,Medicina (Kaunas),2023-12-17-22-07-51,True
36686300,PMC9855235,F-18 Fluorodeoxyglucose Positron Emission Tomography/Computed Tomography in a Case of Subcutaneous T-cell Lymphoma Presenting as Breast Mass and Panniculitis-Like Features: A Rare Entity.,Indian J Nucl Med,2023-12-17-22-07-51,True
36927968,PMC10686735,Subcutaneous Panniculitis-like T-cell Lymphoma Lacking Subcutaneous Tumor Mimicking Adult-onset Still's Disease.,Intern Med,2023-12-17-22-07-51,False
37035606,PMC10076689,Subcutaneous panniculitis-like T-cell lymphoma post-mRNA-1273 COVID-19 vaccination.,Clin Case Rep,2023-12-17-22-07-51,True
37051767,PMC10543163,Germline HAVCR2 mutations and their relation to the clinical spectrum of subcutaneous panniculitis-like T-cell lymphoma and hemophagocytic lymphohistiocytosis: results from a multicenter study and meta-analysis.,Haematologica,2023-12-17-22-07-51,False
37180181,PMC10171763,18F-Fluorodeoxyglucose Positron Emission Tomography/Computed Tomography Scan Findings in a Rare Case of Subcutaneous Panniculitis-Like T-Cell Lymphoma.,Indian J Nucl Med,2023-12-17-22-07-51,True
37800816,PMC10552963,Case report: Successful treatment of Chidamide in a refractory/recurrent SPTCL with ARID1A mutation on the basis of CHOP plus auto-HSCT.,Medicine (Baltimore),2023-12-17-22-07-51,False
37853872,PMC10608403,Coexistence of Subcutaneous Panniculitis-Like T-Cell Lymphoma and Dermatomyositis in a 12-Year-Old Boy.,Ann Dermatol,2023-12-17-22-07-51,False
38037801,PMC10690914,Few and far between: clinical management of rare extranodal subtypes of mature T-cell and NK-cell lymphomas.,Haematologica,2023-12-17-22-07-51,False
38037802,PMC10690927,Biology and genetics of extranodal mature T-cell and NKcell lymphomas and lymphoproliferative disorders.,Haematologica,2023-12-17-22-07-51,False
38077348,PMC10701531,Case Report: HAVCR2 mutation-associated Hemophagocytic lymphohistiocytosis.,Front Immunol,2023-12-17-22-07-51,False
