pmid,pmcid,title,journal,insert_time
20529315,PMC2889898,Malignant fibrous histiocytoma of the distal femur after an arthroscopic anterior cruciate ligament reconstruction: A case report and a review of the literature.,BMC Cancer,2024-02-14-09-13-15
20589214,PMC2892663,Benign fibrous histiocytoma of the buccal mucosa: case report and literature review.,Case Rep Med,2024-02-14-09-13-15
20671984,PMC2909771,Primary malignant fibrous histiocytoma of the lung: a case report.,Case Rep Med,2024-02-14-09-13-15
20863406,PMC2955565,Highly malignant soft tissue sarcoma of the extremity with a delayed diagnosis.,World J Surg Oncol,2024-02-14-09-13-15
20931045,PMC2946728,Benign fibrous histiocytoma of larynx: A rare cause of acute airway obstruction.,Lung India,2024-02-14-09-13-15
20936124,PMC2948928,Malignant fibrous histiocytoma of the kidney treated with nephrectomy and adjuvant radiotherapy: a case report.,Case Rep Med,2024-02-14-09-13-15
21092322,PMC3001428,"Establishment of a new human pleomorphic malignant fibrous histiocytoma cell line, FU-MFH-2: molecular cytogenetic characterization by multicolor fluorescence in situ hybridization and comparative genomic hybridization.",J Exp Clin Cancer Res,2024-02-14-09-13-15
21139823,PMC2994511,Angiomatoid fibrous histiocytoma in a 25-year-old male.,Rare Tumors,2024-02-14-09-13-15
21165318,PMC2996626,Surgical treatment of benign fibrous histiocytoma as a form of intraspinal extradural tumor at lumbar spine.,Asian Spine J,2024-02-14-09-13-15
21270951,PMC3027190,Malignant pigmented villonodular synovitis in the knee - report of a case with rapid clinical progression.,Open Orthop J,2024-02-14-09-13-16
21288322,PMC3038968,Malignant fibrous histiocytoma originating from the mesorectum: a case report.,World J Surg Oncol,2024-02-14-09-13-15
21333202,PMC3041045,Laparoscopic resection of an undifferentiated pleomorphic splenic sarcoma.,JSLS,2024-02-14-09-13-15
21345228,PMC3049133,Surgical management of pulmonary inflammatory pseudotumors: a single center experience.,J Cardiothorac Surg,2024-02-14-09-13-15
21487458,PMC3073750,Giant hemosiderotic dermatofibroma: a case report and review of the literature.,Case Rep Dermatol,2024-02-14-09-13-15
21490866,PMC3075194,Dedifferentiated liposarcoma in the retroperitoneum in an atomic bomb survivor: report of a case.,Case Rep Gastroenterol,2024-02-14-09-13-15
21537374,PMC3085038,A Retroperitoneal Dedifferentiated Liposarcoma Producing Granulocyte Colony-Stimulating Factor Accompanied by Spontaneous Rupture: PET/CT Imaging of a G-CSF-Producing Tumor.,Case Rep Oncol,2024-02-14-09-13-15
21569646,PMC6000329,[Primary malignant fibrous histiocytoma of the lung: a report of 20 cases].,Zhongguo Fei Ai Za Zhi,2024-02-14-09-13-15
2176820,PMC4534994,A case of pulmonary malignant fibrous histiocytoma associated with pulmonary artery obstruction.,Korean J Intern Med,2024-02-14-09-13-15
21769293,PMC3134034,Soft tissue paraspinal inflammatory malignant fibrous histiocytoma presenting as a lumbar abscess.,Case Rep Oncol,2024-02-14-09-13-15
21864347,PMC3176478,Long-term survivor of relapsed MFH on the thigh treated with autologous formalin-fixed tumor vaccine (AFTV) combined with limb-sparing surgery and radiotherapy.,World J Surg Oncol,2024-02-14-09-13-15
21892274,PMC3161641,Atypical fibroxanthoma.,Clin Med Oncol,2024-02-14-09-13-15
21941482,PMC3177836,Malignant fibrous histiocytoma with in-transit metastasis.,Case Rep Dermatol,2024-02-14-09-13-15
22028720,PMC3199108,Primary malignant fibrous histiocytoma: a rare case.,Case Rep Med,2024-02-14-09-13-15
22031808,PMC3200522,Undifferentiated pleomorphic sarcoma of the male breast causing diagnostic challenges.,J Breast Cancer,2024-02-14-09-13-15
22035861,PMC4013303,Tumor-induced osteomalacia with elevated fibroblast growth factor 23: a case of phosphaturic mesenchymal tumor mixed with connective tissue variants and review of the literature.,Chin J Cancer,2024-02-14-09-13-16
22040611,PMC3213176,Piezoelectric-assisted removal of a benign fibrous histiocytoma of the mandible: an innovative technique for prevention of dentoalveolar nerve injury.,Head Face Med,2024-02-14-09-13-15
22074680,PMC3222691,Malignant fibrous histiocytoma of the urinary bladder as a post-radiation secondary cancer: a case report.,J Med Case Rep,2024-02-14-09-13-15
22148060,PMC3229075,Deep penetrating benign fibrous histiocytoma of the foot associated with throbbing pain.,Ann Dermatol,2024-02-14-09-13-15
22221822,PMC3293089,Clinical characteristics of the primary hepatic malignant fibrous histiocytoma in China: case report and review of the literature.,World J Surg Oncol,2024-02-14-09-13-15
22272046,PMC3234624,Extraskeletal osteosarcoma with pulmonary metastasis in a female f344 rat.,J Toxicol Pathol,2024-02-14-09-13-15
22279467,PMC3263112,Malignant fibrous histiocytoma of the spleen accompanying with hepatic cyst: report of a case and review of the literature.,J Res Med Sci,2024-02-14-09-13-15
22279468,PMC3263113,A case of intracranial malignant fibrous histiocytoma.,J Res Med Sci,2024-02-14-09-13-15
22307748,PMC3493047,Simultaneous squamous cell carcinoma with primary malignant fibrous histiocytoma of the larynx: a case report.,Mol Med Rep,2024-02-14-09-13-15
22319239,PMC3266362,A Case Report of a Malignant Fibrous Histiocytoma in a T-cell Receptor β Chain and p53 Double-knockout Mouse.,J Toxicol Pathol,2024-02-14-09-13-15
22401306,PMC3311031,"""Malignant"" mitral stenosis.",J Cardiothorac Surg,2024-02-14-09-13-15
22421714,PMC3326984,"Unusual, metastatic, or neuroendocrine tumor of the pancreas: a diagnosis with endoscopic ultrasound-guided fine-needle aspiration and immunohistochemistry.",Saudi J Gastroenterol,2024-02-14-09-13-15
22574305,PMC3347637,A large retroperitoneal tumor with psoas infiltration: A rare case report.,N Am J Med Sci,2024-02-14-09-13-15
22588017,PMC3351725,Reclassification and subtyping of so-called malignant fibrous histiocytoma of bone: comparison with cytogenetic features.,Clin Sarcoma Res,2024-02-14-09-13-15
22606542,PMC3350275,Retroperitoneal malignant fibrous histiocytoma can mimic a hydatid cyst.,Case Rep Radiol,2024-02-14-09-13-15
22681925,PMC6000307,[Analysis of 19 cases of primary pulmonary sarcoma].,Zhongguo Fei Ai Za Zhi,2024-02-14-09-13-15
22690297,PMC3366300,"Cardiac tumors in a tertiary care cancer hospital: clinical features, echocardiographic findings, treatment and outcomes.",Heart Int,2024-02-14-09-13-15
22776249,PMC3411509,A new complication of retained surgical gauze: development of malignant fibrous histiocytoma--report of a case with a literature review.,World J Surg Oncol,2024-02-14-09-13-15
22844297,PMC3400351,Cutaneous inflammatory malignant fibrous histiocytoma presenting with a leukemoid reaction: a case report and review of the literature.,Case Rep Med,2024-02-14-09-13-15
22852096,PMC3407640,Comparison of gene expression profiling in sarcomas and mesenchymal stem cells identifies tumorigenic pathways in chemically induced rat sarcoma model.,ISRN Oncol,2024-02-14-09-13-15
22937387,PMC3420401,Atypical cutaneous fibrous histiocytoma: an unusual and misleading variant of fibrous histiocytoma.,Case Rep Pathol,2024-02-14-09-13-15
22953136,PMC3420691,Malignant fibrous histiocytoma of the breast: a case report.,Case Rep Pathol,2024-02-14-09-13-15
22977703,PMC3429614,Recurrent malignant fibrous histiocytoma in psoas muscle: a case report.,Asian Spine J,2024-02-14-09-13-15
23097722,PMC3477745,Inflammatory malignant fibrous histiocytoma associated with leukemoid reaction or leukocytosis: a comprehensive review.,ISRN Oncol,2024-02-14-09-13-15
23119211,PMC3483664,MFH Mimic in Breast: A High-Grade Malignant Phyllodes Tumor.,Case Rep Pathol,2024-02-14-09-13-15
23130313,PMC3487023,Successful management of a recurrent primary malignant fibrous histiocytoma of the lung: report of a case.,Korean J Thorac Cardiovasc Surg,2024-02-14-09-13-15
23134683,PMC3538549,Pulmonary artery sarcoma with angiosarcoma phenotype mimicking pleomorphic malignant fibrous histiocytoma: a case report.,Diagn Pathol,2024-02-14-09-13-15
23136578,PMC3490121,Cellular pseudosarcomatous fibroepithelial stromal polyp of the vagina during pregnancy: a lesion that is overdiagnosed as a malignant tumor.,Korean J Pathol,2024-02-14-09-13-15
23166610,PMC3499556,Transcutaneous application of carbon dioxide (CO2) induces mitochondrial apoptosis in human malignant fibrous histiocytoma in vivo.,PLoS One,2024-02-14-09-13-15
23230479,PMC3517202,Eight-year Follow-up of Malignant Fibrous Histiocytoma (Undifferentiated High-grade Pleomorphic Sarcoma) of the Maxilla: Case Report and Review of the Literature.,J Dent Res Dent Clin Dent Prospects,2024-02-14-09-13-15
23320226,PMC3540695,Benign fibrous histiocytoma of the conjunctiva.,Case Rep Ophthalmol Med,2024-02-14-09-13-15
23320232,PMC3539338,Subcutaneous angiomatoid fibrous histiocytoma mimicking metastatic melanoma.,Case Rep Pathol,2024-02-14-09-13-15
23320240,PMC3540643,Tuberculous tenosynovitis presenting as ganglion of wrist.,Case Rep Surg,2024-02-14-09-13-16
23347569,PMC3584734,An adolescent presenting with malignant fibrous histiocytoma of the testis: a case report.,J Med Case Rep,2024-02-14-09-13-15
23405215,PMC3565997,Mouse model of lymph node metastasis via afferent lymphatic vessels for development of imaging modalities.,PLoS One,2024-02-14-09-13-15
23549813,PMC3635626,Endobronchial ultrasound-guided transbronchial needle aspiration for the diagnosis of central lung parenchymal lesions.,Yonsei Med J,2024-02-14-09-13-15
23573437,PMC3612459,Malignant fibrous histiocytoma of the breast in young male patient: a case report and a review of the literature.,Case Rep Oncol Med,2024-02-14-09-13-15
23589696,PMC3622396,Primary malignant fibrous histiocytoma of the breast: report of one case.,Onco Targets Ther,2024-02-14-09-13-15
23667375,PMC3647128,A solitary fibrous tumor with giant cells in the lacrimal gland: a case study.,Korean J Pathol,2024-02-14-09-13-15
23678263,PMC3653084,Clinical implication of surgical resection for the rare cardiac tumors involving heart and great vessels.,J Korean Med Sci,2024-02-14-09-13-15
23690734,PMC3649758,Biological reconstruction following the resection of malignant bone tumors of the pelvis.,Sarcoma,2024-02-14-09-13-15
23750170,PMC3672414,Primary malignant fibrous histiocytoma of the pleura.,Tuberc Respir Dis (Seoul),2024-02-14-09-13-15
23800015,PMC3711789,Mediastinal epithelioid hemangioendothelioma with abundant spindle cells and osteoclast-like giant cells mimicking malignant fibrous histiocytoma.,Diagn Pathol,2024-02-14-09-13-15
23817777,PMC3787885,'Decoy' and 'non-decoy' functions of DcR3 promote malignant potential in human malignant fibrous histiocytoma cells.,Int J Oncol,2024-02-14-09-13-15
23833650,PMC3700847,Retroperitoneal angiomatoid fibrous histiocytoma: A case report and review of the literature.,Oncol Lett,2024-02-14-09-13-15
23878485,PMC3715977,Adrenal metastases in a post-radiation malignant fibrous histiocytoma after low-dose radiation for a benign condition.,Indian J Med Paediatr Oncol,2024-02-14-09-13-15
23888215,PMC3719110,Myxofibrosarcoma: a diagnostic pitfall.,Rare Tumors,2024-02-14-09-13-15
23888226,PMC3719121,A case of dedifferentiated liposarcoma showing a biphasic pattern on 2-deoxy-2-f(18)-fluoro-d-glucose positron emission tomography/computed tomography.,Rare Tumors,2024-02-14-09-13-15
23914101,PMC3724303,Cytologic diagnosis of undifferentiated high grade pleomorphic sarcoma of breast presenting with brain metastasis.,J Neurosci Rural Pract,2024-02-14-09-13-15
23956599,PMC3740668,Benign fibroushistiocytoma of the gingiva.,J Pharm Bioallied Sci,2024-02-14-09-13-15
23982330,PMC3755283,Diagnostic and therapeutic strategy and the most efficient prognostic factors of breast malignant fibrous histiocytoma.,Sci Rep,2024-02-14-09-13-15
24019649,PMC3759080,Magnetic resonance imaging and positron emission tomography-computed tomography evaluation of soft tissue sarcoma with surgical and histopathological correlation.,Indian J Nucl Med,2024-02-14-09-13-15
24155684,PMC3804737,Angiomatoid fibrous histiocytoma as a second tumor in a young adult with testicular cancer.,Cancer Res Treat,2024-02-14-09-13-15
24216705,PMC3730306,"Histologic and genetic advances in refining the diagnosis of ""undifferentiated pleomorphic sarcoma"".",Cancers (Basel),2024-02-14-09-13-15
24286120,PMC3995007,GTP binding controls complex formation by the human ROCO protein MASL1.,FEBS J,2024-02-14-09-13-15
24368887,PMC3869917,Primary malignant fibrous histiocytoma of the renal pelvis: a 78-month follow-up case report.,Onco Targets Ther,2024-02-14-09-13-15
24381897,PMC3872698,Sarcomatous transformation (Leiomyosarcoma) in polyostotic fibrous dysplagia.,Indian J Endocrinol Metab,2024-02-14-09-13-15
24444015,PMC3926977,Low-grade myxofibrosarcoma following a metal implantation in femur: a case report.,Diagn Pathol,2024-02-14-09-13-15
24455617,PMC3892545,Malignant fibrous histiocytoma of the chest wall: A rare differential.,South Asian J Cancer,2024-02-14-09-13-15
24456564,PMC4077035,Combined pulmonary lobectomy for surgical treatment of a malignant fibrous histiocytoma of the chest wall: a case report.,Diagn Pathol,2024-02-14-09-13-15
24472378,PMC3923342,Malignant fibrous histiocytoma of the maxillary sinus in a spray painter from an automobile repair shop.,Ann Occup Environ Med,2024-02-14-09-13-15
24472748,PMC7365312,Regulation of mitochondrial proliferation by PGC-1α induces cellular apoptosis in musculoskeletal malignancies.,Sci Rep,2024-02-14-09-13-15
24524377,PMC3996084,A primary malignant fibrous histiocytoma of the scalp and intracranial tumor bleeding: a case report.,J Med Case Rep,2024-02-14-09-13-15
24653854,PMC3932963,Rectus abdominis muscle malignant fibrous histiocytoma causing a large abdominal wall defect: reconstruction with biological mesh.,Case Rep Surg,2024-02-14-09-13-15
24676456,PMC4055350,The combination of rapamycin and MAPK inhibitors enhances the growth inhibitory effect on Nara-H cells.,Int J Mol Med,2024-02-14-09-13-15
24701226,PMC3953983,Sarcomas of the heart as a difficult interdisciplinary problem.,Arch Med Sci,2024-02-14-09-13-15
24742094,PMC3999727,Radiation-induced malignant fibrous histiocytoma of the occipital: a case report.,World J Surg Oncol,2024-02-14-09-13-15
24817747,PMC4064224,Benign fibrous histiocytoma.,Indian J Ophthalmol,2024-02-14-09-13-15
24906559,PMC4057823,Radiological and pathological characteristics of giant cell tumor of bone treated with denosumab.,Diagn Pathol,2024-02-14-09-13-15
24932251,PMC4049717,CyberKnife radiotherapy for malignant fibrous histiocytoma of the chest wall: A case report and review of the literature.,Oncol Lett,2024-02-14-09-13-15
24937822,PMC4056706,Variants of dermatofibroma--a histopathological study.,An Bras Dermatol,2024-02-14-09-13-15
24937835,PMC4056719,Case for diagnosis.,An Bras Dermatol,2024-02-14-09-13-15
24959221,PMC4063623,Surgical management of giant secondary malignant fibrous histiocytoma following radiotherapy for nasopharyngeal carcinoma: A case report and literature review.,Oncol Lett,2024-02-14-09-13-15
2496060,PMC5917676,Amplification of both c-myc and c-raf-1 oncogenes in a human osteosarcoma.,Jpn J Cancer Res,2024-02-14-09-13-15
24966632,PMC4069643,Notch intracellular domain expression in various skin fibroproliferative diseases.,Ann Dermatol,2024-02-14-09-13-15
25013482,PMC4081370,Primary dedifferentiated liposarcoma of the femur presenting with malignant fibrous histiocytoma: A case report and review of the literature.,Oncol Lett,2024-02-14-09-13-15
25024723,PMC4092161,Primary malignant fibrous histiocytoma of the chest wall misdiagnosed as traumatic hemothorax.,Tuberc Respir Dis (Seoul),2024-02-14-09-13-15
25077008,PMC4114761,"Myositis ossificans mimicking sarcoma, the importance of diagnostic imaging - case report.",Pol J Radiol,2024-02-14-09-13-15
25136525,PMC4134609,Relationship of angiogenic and apoptotic activities in soft-tissue sarcoma.,South Asian J Cancer,2024-02-14-09-13-15
25153113,PMC9535490,Benign fibrous histiocytoma of the temporal bone: involvement of both mastoids at different times.,Braz J Otorhinolaryngol,2024-02-14-09-13-15
25284857,PMC4171920,Epidermal inclusion cyst embedded in a recurrent benign fibrous histiocytoma.,Indian J Dermatol,2024-02-14-09-13-15
25295102,PMC4186583,Primary hepatic malignant fibrous histiocytoma mimicking hepatocellular carcinoma: A report of two cases.,Oncol Lett,2024-02-14-09-13-15
25336806,PMC4204249,Malignant fibrous histiocytoma of the scalp: A rare differential with a dramatic clinical presentation.,J Indian Assoc Pediatr Surg,2024-02-14-09-13-15
25371625,PMC4216554,A bone fide atypical fibroxanthoma of penis.,Urol Ann,2024-02-14-09-13-15
25395962,PMC4223130,A case of recurrent malignant fibrous histiocytoma with marked response to combined chemotherapy with gemcitabine and carboplatin.,Arch Med Sci,2024-02-14-09-13-15
25436070,PMC4233225,Role of matrix metalloproteinase (MMP) 2 and MMP-9 in soft tissue sarcoma.,Clin Orthop Surg,2024-02-14-09-13-15
25437664,PMC4276266,Malignant fibrous histiocytoma presenting with complete opacification of the hemithorax: A case report.,Int J Surg Case Rep,2024-02-14-09-13-15
25526437,PMC4603136,Recurrent painful perianal subcutaneous angiomatoid fibrous histiocytoma: a case report and review of the literature.,Medicine (Baltimore),2024-02-14-09-13-15
25529486,PMC4281027,Storiform-pleomorphic type of multifocal malignant fibrous histiocytoma of the lumbar spine.,Am J Case Rep,2024-02-14-09-13-15
2561730,PMC3053702,"Aneurysmal (""angiomatoid"") fibrous histiocytoma in a child.",J Korean Med Sci,2024-02-14-09-13-15
2562132,PMC2423521,Malignant fibrous histiocytoma of the pancreas.,HPB Surg,2024-02-14-09-13-15
25621678,PMC4602648,"Malignant transformation in monostotic fibrous dysplasia: clinical features, imaging features, outcomes in 10 patients, and review.",Medicine (Baltimore),2024-02-14-09-13-15
25745294,PMC4349019,Tenosynovial giant cell tumor presenting as a parotid gland mass: Expanding the differential diagnosis of giant cell-rich lesions in salivary glands.,J Cytol,2024-02-14-09-13-16
25759652,PMC4327403,A Case of Cellular Fibrous Histiocytoma on the Right Elbow with Repeated Relapse within a Short Period.,Case Rep Dermatol,2024-02-14-09-13-15
25838959,PMC4370101,Primary pulmonary malignant fibrous histiocytoma.,Case Rep Pulmonol,2024-02-14-09-13-15
25881253,PMC4404658,Management of patients with retroperitoneal tumors and a review of the literature.,World J Surg Oncol,2024-02-14-09-13-15
25885855,PMC4438639,Efficacy of pazopanib monotherapy in patients who had been heavily pretreated for metastatic soft tissue sarcoma: a retrospective case series.,BMC Cancer,2024-02-14-09-13-15
25951848,PMC4455612,Benign fibrous histiocytoma of parietal bone: case report and review of the literature.,World J Surg Oncol,2024-02-14-09-13-15
25972949,PMC4421955,Malignant fibrous histiocytoma of the skull base: A neurosurgical nuance.,Asian J Neurosurg,2024-02-14-09-13-15
25991985,PMC4432554,Recurrence of atypical fibroxanthoma. Diagnosis and treatment.,Int Arch Otorhinolaryngol,2024-02-14-09-13-15
25993076,PMC4977593,Storiform collagenoma: case report.,Einstein (Sao Paulo),2024-02-14-09-13-15
26009718,PMC4439752,Giant cell tumor of the tendon sheath mimicking a plexiform neurofibroma.,Indian Dermatol Online J,2024-02-14-09-13-16
26082589,PMC4466285,Cutaneous Metastatic Undifferentiated Pleomorphic Sarcoma from a Mediastinal Sarcoma.,Ann Dermatol,2024-02-14-09-13-15
26110425,PMC4482141,Identification of CREB3L1 as a Biomarker Predicting Doxorubicin Treatment Outcome.,PLoS One,2024-02-14-09-13-15
26166250,PMC4532197,"Antitumor effect of YM155, a novel small-molecule survivin suppressant, via mitochondrial apoptosis in human MFH/UPS.",Int J Oncol,2024-02-14-09-13-15
26175585,PMC4499550,Unusual Malignant Solid Neoplasms of the Kidney: Cross-Sectional Imaging Findings.,Korean J Radiol,2024-02-14-09-13-15
26180618,PMC4502247,Intracranial Undifferentiated Sarcoma Arising from a Low-Grade Glioma: A Case Report and Literature Review.,J Korean Neurosurg Soc,2024-02-14-09-13-15
26273340,PMC4448466,"Clinicopathologic characteristics, treatment outcomes, and prognostic factors of primary thoracic soft tissue sarcoma: A multicenter study of the Anatolian Society of Medical Oncology (ASMO).",Thorac Cancer,2024-02-14-09-13-15
26288521,PMC4531451,Evaluation of static and dynamic MRI for assessing response of bone sarcomas to preoperative chemotherapy: Correlation with histological necrosis.,Indian J Radiol Imaging,2024-02-14-09-13-15
26356188,PMC4521256,Inflammatory Myofibroblastic Tumor of the Liver: A Diagnostic Challenge.,J Clin Transl Hepatol,2024-02-14-09-13-15
26512193,PMC4622913,"A Giant, Deep, Benign Fibrous Histiocytoma with a Palisading Pattern.",Ann Dermatol,2024-02-14-09-13-15
26518517,PMC4628272,Unusual localization of a primary pleomorphic malignant fibrous histiocytoma on the mitral valve: a case report and review of the literature.,J Med Case Rep,2024-02-14-09-13-15
26557275,PMC4632155,Retroperitoneal Cystic Malignant Fibrous Histiocytoma Mimicking a Psoas Abscess.,Iran J Radiol,2024-02-14-09-13-15
26568930,PMC4641219,Deep benign fibrous histiocytoma in the oral cavity: a case report.,J Korean Assoc Oral Maxillofac Surg,2024-02-14-09-13-15
26599367,PMC4658032,MFHAS1 Is Associated with Sepsis and Stimulates TLR2/NF-κB Signaling Pathway Following Negative Regulation.,PLoS One,2024-02-14-09-13-15
26600775,PMC4649736,Five Simultaneous Primary Tumors in a Single Patient: A Case Report and Review of the Literature.,Case Rep Oncol,2024-02-14-09-13-16
26604585,PMC4632234,Benign fibrous histiocytoma: A rare case involving jaw bone.,Contemp Clin Dent,2024-02-14-09-13-15
26753147,PMC4693361,Aneurysmal benign fibrous histiocytoma presenting as a giant acrochordon on thigh.,Indian Dermatol Online J,2024-02-14-09-13-15
26807229,PMC4665679,Microsurgical approach for unusual and unexpected malignant fibrous histiocytoma of the forearm: A case report.,Mol Clin Oncol,2024-02-14-09-13-15
26889300,PMC4732263,Solitary fibrous tumor of the orbit.,Asian J Neurosurg,2024-02-14-09-13-15
